season,e024_gate,gw,movement,player_id,web_name,position,price,season_minutes,recent4_minutes,p_start,q,ctrl_mu,treat_mu,mu_lift,ctrl_u,treat_u,u_lift,v2b_mu_lift,delta_u_boundary,delta_mu_boundary,small_boundary,best_excluded_u,had_club_prior,new_club,actual_minutes,blank,actual_pts,mu_error,good_60,bad_60,vs_mean_leaver_pts
2022-23,FAIL,13,entered,374,Bruno Guimarães,MID,57,643,302,0.72,1.0,2.172,2.8396,0.6676,2.172,2.8396,0.6676,0.6676,-0.518,-0.518,1,3.3576,1,1,88.0,0,2.0,-0.8396,1,0,-2.0
2022-23,FAIL,13,left,484,Kilman,DEF,46,990,360,0.72,1.0,2.516,2.502,-0.014,2.516,2.502,-0.014,-0.014,,,,,1,0,90.0,0,0.0,-2.502,0,1,
2022-23,FAIL,13,left,518,Hennessey,GKP,39,180,0,0.85,0.0,3.3412,3.3412,0.0,3.3412,3.3412,0.0,0.0,,,,,0,1,0.0,1,0.0,-3.3412,0,0,
2022-23,FAIL,13,left,617,Aubameyang,FWD,90,140,140,0.72,1.0,2.708,2.708,0.0,2.708,2.708,0.0,0.0,,,,,0,1,73.0,0,2.0,-0.708,1,0,
2022-23,FAIL,13,left,589,Matheus,MID,50,743,309,0.72,1.0,2.1492,2.1492,0.0,2.1492,2.1492,0.0,0.0,,,,,0,1,65.0,0,2.0,-0.1492,1,0,
2022-23,FAIL,13,left,467,Rice,MID,48,990,360,0.72,1.0,2.1232,2.1864,0.0632,2.1232,2.1864,0.0632,0.0632,,,,,1,0,90.0,0,3.0,0.8136,1,0,
2022-23,FAIL,13,left,211,Reed,MID,45,907,277,0.72,1.0,1.9084,1.9084,0.0,1.9084,1.9084,0.0,0.0,,,,,0,1,90.0,0,6.0,4.0916,1,0,
2022-23,FAIL,13,left,475,Coady,DEF,49,890,360,0.72,1.0,2.5704,2.5704,0.0,2.5704,2.5704,0.0,0.0,,,,,0,1,90.0,0,6.0,3.4296,1,0,
2022-23,FAIL,13,left,318,Haaland,FWD,122,841,270,0.72,1.0,3.3244,3.3244,0.0,3.3244,3.3244,0.0,0.0,,,,,0,1,79.0,0,13.0,9.6756,1,0,
2022-23,FAIL,14,entered,288,Diogo Jota,FWD,89,195,170,0.72,1.0,2.6064,3.77,1.1636,2.6064,3.77,1.1636,1.1636,0.0488,0.0488,1,3.7212,1,1,0.0,1,0.0,-3.77,0,0,-4.75
2022-23,FAIL,14,entered,257,Amartey,DEF,43,643,293,0.72,1.0,2.53,2.5636,0.0336,2.53,2.5636,0.0336,0.0336,-1.1576,-1.1576,1,3.7212,1,1,90.0,0,2.0,-0.5636,1,0,-2.75
2022-23,FAIL,14,entered,261,Maddison,MID,82,894,270,0.72,1.0,2.3656,3.2036,0.838,2.3656,3.2036,0.838,0.838,-0.5176,-0.5176,1,3.7212,1,1,90.0,0,2.0,-1.2036,1,0,-2.75
2022-23,FAIL,14,entered,518,Hennessey,GKP,39,180,0,0.85,0.0,2.92,2.92,0.0,2.92,2.92,0.0,0.0,-0.8012,-0.8012,1,3.7212,0,1,0.0,1,0.0,-2.92,0,0,-4.75
2022-23,FAIL,14,entered,39,Mings,DEF,43,900,360,0.72,1.0,2.0372,2.17,0.1328,2.0372,2.17,0.1328,0.1328,-1.5512,-1.5512,1,3.7212,1,0,90.0,0,0.0,-2.17,0,1,-4.75
2022-23,FAIL,14,entered,166,Edouard,FWD,54,684,319,0.72,1.0,1.8776,2.5068,0.6292,1.8776,2.5068,0.6292,0.6292,-1.2144,-1.2144,1,3.7212,1,0,74.0,0,6.0,3.4932,1,0,1.25
2022-23,FAIL,14,entered,428,Son,MID,117,940,349,0.72,1.0,2.674,3.2224,0.5484,2.674,3.2224,0.5484,0.5484,-0.4988,-0.4988,1,3.7212,1,1,90.0,0,2.0,-1.2224,1,0,-2.75
2022-23,FAIL,14,entered,374,Bruno Guimarães,MID,57,731,332,0.72,1.0,2.2724,3.1712,0.8988,2.2724,3.1712,0.8988,0.8988,-0.55,-0.55,1,3.7212,1,1,82.0,0,3.0,-0.1712,1,0,-1.75
2022-23,FAIL,14,left,576,Senesi,DEF,45,671,346,0.72,1.0,2.6296,2.6296,0.0,2.6296,2.6296,0.0,0.0,,,,,0,1,90.0,0,1.0,-1.6296,1,0,
2022-23,FAIL,14,left,2,Leno,GKP,45,900,360,0.85,1.0,3.6604,3.6604,0.0,3.6604,3.6604,0.0,0.0,,,,,0,1,90.0,0,10.0,6.3396,1,0,
2022-23,FAIL,14,left,66,Solanke,FWD,58,807,312,0.72,1.0,2.3428,2.3428,0.0,2.3428,2.3428,0.0,0.0,,,,,0,1,88.0,0,2.0,-0.3428,1,0,
2022-23,FAIL,14,left,680,Gakpo,MID,76,0,0,0.72,0.0,2.8064,2.8064,0.0,2.8064,2.8064,0.0,0.0,,,,,0,1,0.0,1,0.0,-2.8064,0,0,
2022-23,FAIL,14,left,169,Eze,MID,57,911,359,0.72,1.0,2.6024,2.7692,0.1668,2.6024,2.7692,0.1668,0.1668,,,,,1,0,62.0,0,3.0,0.2308,1,0,
2022-23,FAIL,14,left,427,Kane,FWD,115,1066,359,0.72,1.0,2.7452,2.9044,0.1592,2.7452,2.9044,0.1592,0.1592,,,,,1,1,90.0,0,1.0,-1.9044,1,0,
2022-23,FAIL,14,left,369,Almirón,MID,55,1000,335,0.72,1.0,2.564,2.3784,-0.1856,2.564,2.3784,-0.1856,-0.1856,,,,,1,1,85.0,0,12.0,9.6216,1,0,
2022-23,FAIL,14,left,342,Dalot,DEF,47,985,360,0.72,1.0,2.5944,2.5996,0.0052,2.5944,2.5996,0.0052,0.0052,,,,,1,1,90.0,0,9.0,6.4004,1,0,
2022-23,FAIL,15,entered,288,Diogo Jota,FWD,89,195,90,0.72,1.0,2.3464,3.298,0.9516,2.3464,3.298,0.9516,0.9516,-0.1716,-0.1716,1,3.4696,1,1,0.0,1,0.0,-3.298,0,0,-3.0
2022-23,FAIL,15,entered,483,Podence,MID,53,950,360,0.72,1.0,2.1896,2.4052,0.2156,2.1896,2.4052,0.2156,0.2156,-1.0644,-1.0644,1,3.4696,1,0,45.0,0,4.0,1.5948,0,0,1.0
2022-23,FAIL,15,entered,166,Edouard,FWD,54,758,308,0.72,1.0,1.7264,2.21,0.4836,1.7264,2.21,0.4836,0.4836,-1.2596,-1.2596,1,3.4696,1,0,0.0,1,0.0,-2.21,0,0,-3.0
2022-23,FAIL,15,entered,39,Mings,DEF,43,990,360,0.72,1.0,2.418,2.5516,0.1336,2.418,2.5516,0.1336,0.1336,-0.918,-0.918,1,3.4696,1,0,90.0,0,1.0,-1.5516,1,0,-2.0
2022-23,FAIL,15,entered,141,Chalobah,DEF,47,540,360,0.72,1.0,2.3792,2.91,0.5308,2.3792,2.91,0.5308,0.5308,-0.5596,-0.5596,1,3.4696,1,0,90.0,0,1.0,-1.91,1,0,-2.0
2022-23,FAIL,15,entered,465,Bowen,MID,81,1161,357,0.72,1.0,2.3136,2.9144,0.6008,2.3136,2.9144,0.6008,0.6008,-0.5552,-0.5552,1,3.4696,1,0,90.0,0,2.0,-0.9144,1,0,-1.0
2022-23,FAIL,15,entered,538,Young,DEF,44,694,360,0.72,1.0,2.466,2.684,0.218,2.466,2.684,0.218,0.218,-0.7856,-0.7856,1,3.4696,1,0,11.0,0,1.0,-1.684,0,0,-2.0
2022-23,FAIL,15,left,66,Solanke,FWD,57,895,310,0.72,1.0,2.2384,2.2384,0.0,2.2384,2.2384,0.0,0.0,,,,,0,1,90.0,0,6.0,3.7616,1,0,
2022-23,FAIL,15,left,516,Collins,DEF,45,842,270,0.72,1.0,2.6692,2.6692,0.0,2.6692,2.6692,0.0,0.0,,,,,0,1,90.0,0,0.0,-2.6692,0,1,
2022-23,FAIL,15,left,6,Partey,MID,48,779,270,0.72,1.0,2.1364,2.2288,0.0924,2.1364,2.2288,0.0924,0.0924,,,,,1,0,90.0,0,3.0,0.7712,1,0,
2022-23,FAIL,15,left,427,Kane,FWD,116,1156,360,0.72,1.0,2.6788,2.8388,0.16,2.6788,2.8388,0.16,0.16,,,,,1,1,90.0,0,8.0,5.1612,1,0,
2022-23,FAIL,15,left,461,Zouma,DEF,45,1080,270,0.72,1.0,2.5952,2.5492,-0.046,2.5952,2.5492,-0.046,-0.046,,,,,1,0,90.0,0,1.0,-1.5492,1,0,
2022-23,FAIL,15,left,593,Casemiro,MID,49,528,356,0.72,1.0,2.0652,2.0652,0.0,2.0652,2.0652,0.0,0.0,,,,,0,1,90.0,0,2.0,-0.0652,1,0,
2022-23,FAIL,15,left,475,Coady,DEF,50,1070,360,0.72,1.0,2.5244,2.5244,0.0,2.5244,2.5244,0.0,0.0,,,,,0,1,90.0,0,1.0,-1.5244,1,0,
2022-23,FAIL,16,entered,464,Benrahma,MID,56,655,272,0.72,1.0,2.1308,2.9488,0.818,2.1308,2.9488,0.818,0.818,-0.686,-0.686,1,3.6348,1,0,90.0,0,2.0,-0.9488,1,0,1.5
2022-23,FAIL,16,entered,701,Weghorst,FWD,54,1448,0,0.55,0.0,1.7928,1.7928,0.0,1.7928,1.7928,0.0,0.0,-1.842,-1.842,1,3.6348,0,1,0.0,1,0.0,-1.7928,0,0,-0.5
2022-23,FAIL,16,entered,374,Bruno Guimarães,MID,57,903,350,0.72,1.0,2.1852,2.9308,0.7456,2.1852,2.9308,0.7456,0.7456,-0.704,-0.704,1,3.6348,1,1,90.0,0,3.0,0.0692,1,0,2.5
2022-23,FAIL,16,entered,286,Gomez,DEF,45,795,273,0.72,1.0,2.5112,2.8512,0.34,2.5112,2.8512,0.34,0.34,-0.7836,-0.7836,1,3.6348,1,1,90.0,0,2.0,-0.8512,1,0,1.5
2022-23,FAIL,16,left,680,Gakpo,MID,76,0,0,0.72,0.0,2.774,2.774,0.0,2.774,2.774,0.0,0.0,,,,,0,1,0.0,1,0.0,-2.774,0,0,
2022-23,FAIL,16,left,558,Bueno,DEF,39,361,360,0.72,1.0,2.2252,2.2252,0.0,2.2252,2.2252,0.0,0.0,,,,,0,0,90.0,0,0.0,-2.2252,0,1,
2022-23,FAIL,16,left,380,Lyle Taylor,FWD,42,0,0,0.1,0.0,0.4608,0.4608,0.0,0.4608,0.4608,0.0,0.0,,,,,0,1,0.0,1,0.0,-0.4608,0,0,
2022-23,FAIL,16,left,614,Willian,MID,55,473,329,0.72,1.0,2.7236,2.7236,0.0,2.7236,2.7236,0.0,0.0,,,,,0,1,90.0,0,2.0,-0.7236,1,0,
2022-23,FAIL,17,entered,16,Gabriel,DEF,52,1260,360,0.72,1.0,2.538,2.702,0.164,2.538,2.702,0.164,0.164,-0.7924,-0.7924,1,3.4944,1,0,90.0,0,2.0,-0.702,1,0,-1.0
2022-23,FAIL,17,entered,42,Buendía,MID,57,720,281,0.72,1.0,2.3836,2.8776,0.494,2.3836,2.8776,0.494,0.494,-0.6168,-0.6168,1,3.4944,1,0,85.0,0,2.0,-0.8776,1,0,-1.0
2022-23,FAIL,17,entered,171,Olise,MID,54,749,326,0.72,1.0,2.314,3.1252,0.8112,2.314,3.1252,0.8112,0.8112,-0.3692,-0.3692,1,3.4944,1,0,83.0,0,2.0,-1.1252,1,0,-1.0
2022-23,FAIL,17,entered,141,Chalobah,DEF,47,720,360,0.72,1.0,2.1576,2.6652,0.5076,2.1576,2.6652,0.5076,0.5076,-0.8292,-0.8292,1,3.4944,1,0,2.0,0,1.0,-1.6652,0,0,-2.0
2022-23,FAIL,17,left,257,Amartey,DEF,43,913,360,0.72,1.0,2.6188,2.5516,-0.0672,2.6188,2.5516,-0.0672,-0.0672,,,,,1,1,90.0,0,1.0,-1.5516,1,0,
2022-23,FAIL,17,left,342,Dalot,DEF,48,1165,270,0.72,1.0,2.7148,2.5832,-0.1316,2.7148,2.5832,-0.1316,-0.1316,,,,,1,1,0.0,1,0.0,-2.5832,0,0,
2022-23,FAIL,17,left,614,Willian,MID,55,563,347,0.72,1.0,2.528,2.528,0.0,2.528,2.528,0.0,0.0,,,,,0,1,81.0,0,6.0,3.472,1,0,
2022-23,FAIL,17,left,519,Eriksen,MID,63,1043,337,0.72,1.0,2.5432,2.5432,0.0,2.5432,2.5432,0.0,0.0,,,,,0,1,76.0,0,5.0,2.4568,1,0,
2022-23,FAIL,18,entered,288,Diogo Jota,FWD,88,195,0,0.72,0.0,2.5832,3.6124,1.0292,2.5832,2.5832,0.0,1.0292,-1.0356,-0.0064,1,3.6188,1,1,0.0,1,0.0,-3.6124,0,0,-2.75
2022-23,FAIL,18,entered,300,Gündogan,MID,73,980,360,0.72,1.0,2.5908,3.1624,0.5716,2.5908,3.1624,0.5716,0.5716,-0.4564,-0.4564,1,3.6188,1,1,3.0,0,1.0,-2.1624,0,0,-1.75
2022-23,FAIL,18,entered,285,Alexander-Arnold,DEF,72,1066,332,0.72,1.0,2.6832,3.1144,0.4312,2.6832,3.1144,0.4312,0.4312,-0.5044,-0.5044,1,3.6188,1,1,85.0,0,8.0,4.8856,1,0,5.25
2022-23,FAIL,18,entered,464,Benrahma,MID,56,835,333,0.72,1.0,2.2444,3.0532,0.8088,2.2444,3.0532,0.8088,0.8088,-0.5656,-0.5656,1,3.6188,1,0,90.0,0,2.0,-1.0532,1,0,-0.75
2022-23,FAIL,18,left,680,Gakpo,MID,76,0,0,0.72,0.0,2.7892,2.7892,0.0,2.7892,2.7892,0.0,0.0,,,,,0,1,0.0,1,0.0,-2.7892,0,0,
2022-23,FAIL,18,left,369,Almirón,MID,59,1337,337,0.72,1.0,2.56,2.4512,-0.1088,2.56,2.4512,-0.1088,-0.1088,,,,,1,1,83.0,0,3.0,0.5488,1,0,
2022-23,FAIL,18,left,427,Kane,FWD,116,1426,360,0.72,1.0,2.7028,2.8184,0.1156,2.7028,2.8184,0.1156,0.1156,,,,,1,1,90.0,0,2.0,-0.8184,1,0,
2022-23,FAIL,18,left,558,Bueno,DEF,39,509,328,0.72,1.0,2.4876,2.4876,0.0,2.4876,2.4876,0.0,0.0,,,,,0,0,72.0,0,6.0,3.5124,1,0,
2022-23,FAIL,19,entered,171,Olise,MID,54,919,350,0.72,1.0,2.4856,3.1668,0.6812,2.4856,3.1668,0.6812,0.6812,-2.2364,-2.2364,1,5.4032,1,0,72.0,0,2.0,-1.1668,1,0,-0.3333
2022-23,FAIL,19,entered,92,Pinnock,DEF,44,810,360,0.72,1.0,2.4592,2.5236,0.0644,2.4592,2.5236,0.0644,0.0644,-2.8796,-2.8796,1,5.4032,1,1,90.0,0,2.0,-0.5236,1,0,-0.3333
2022-23,FAIL,19,entered,518,Hennessey,GKP,39,90,90,0.85,1.0,3.25,3.25,0.0,3.25,3.25,0.0,0.0,-2.1532,-2.1532,1,5.4032,0,1,0.0,1,0.0,-3.25,0,0,-2.3333
2022-23,FAIL,19,left,81,Raya,GKP,46,1530,360,0.85,1.0,3.888,3.892,0.004,3.888,3.892,0.004,0.004,,,,,1,1,90.0,0,3.0,-0.892,1,0,
2022-23,FAIL,19,left,257,Amartey,DEF,43,1093,360,0.72,1.0,2.5548,2.4388,-0.116,2.5548,2.4388,-0.116,-0.116,,,,,1,1,90.0,0,2.0,-0.4388,1,0,
2022-23,FAIL,19,left,46,Douglas Luiz,MID,48,1097,343,0.72,1.0,2.3016,2.3964,0.0948,2.3016,2.3964,0.0948,0.0948,,,,,1,0,66.0,0,2.0,-0.3964,1,0,
2022-23,FAIL,20,entered,513,Lenglet,DEF,48,835,321,0.72,1.0,4.6312,4.6312,0.0,4.6312,4.6312,0.0,0.0,-1.2224,-1.2224,1,5.8536,0,1,99.0,0,1.0,-3.6312,1,0,-2.1667
2022-23,FAIL,20,entered,165,Andersen,DEF,45,1440,360,0.72,1.0,4.0396,4.1164,0.0768,4.0396,4.1164,0.0768,0.0768,-1.7372,-1.7372,1,5.8536,1,0,37.0,0,1.0,-3.1164,0,0,-2.1667
2022-23,FAIL,20,entered,619,Gnonto,FWD,50,357,294,0.72,1.0,1.8296,1.8296,0.0,1.8296,1.8296,0.0,0.0,-4.024,-4.024,1,5.8536,0,1,90.0,0,2.0,0.1704,1,0,-1.1667
2022-23,FAIL,20,entered,300,Gündogan,MID,73,1073,273,0.72,1.0,5.098,5.9276,0.8296,5.098,5.9276,0.8296,0.8296,0.074,0.074,1,5.8536,1,1,80.0,0,2.0,-3.9276,1,0,-1.1667
2022-23,FAIL,20,entered,81,Raya,GKP,46,1620,360,0.85,1.0,3.7916,3.7936,0.002,3.7916,3.7936,0.002,0.002,-2.06,-2.06,1,5.8536,1,1,90.0,0,5.0,1.2064,1,0,1.8333
2022-23,FAIL,20,entered,595,Zanka,DEF,40,725,360,0.72,1.0,2.3784,2.8628,0.4844,2.3784,2.8628,0.4844,0.4844,-2.9908,-2.9908,1,5.8536,1,1,8.0,0,1.0,-1.8628,0,0,-2.1667
2022-23,FAIL,20,left,169,Eze,MID,56,1345,282,0.72,1.0,4.7732,4.9736,0.2004,4.7732,4.9736,0.2004,0.2004,,,,,1,0,103.0,0,2.0,-2.9736,1,0,
2022-23,FAIL,20,left,426,Forster,GKP,39,90,90,0.85,1.0,5.6644,5.6644,0.0,5.6644,5.6644,0.0,0.0,,,,,0,1,0.0,1,0.0,-5.6644,0,0,
2022-23,FAIL,20,left,11,Nketiah,FWD,66,411,270,0.72,1.0,2.2184,2.9204,0.702,2.2184,2.9204,0.702,0.702,,,,,1,0,90.0,0,2.0,-0.9204,1,0,
2022-23,FAIL,20,left,302,Stones,DEF,54,1000,360,0.72,1.0,5.0536,5.1528,0.0992,5.0536,5.1528,0.0992,0.0992,,,,,1,1,90.0,0,1.0,-4.1528,1,0,
2022-23,FAIL,20,left,628,Aurier,DEF,45,783,343,0.72,1.0,2.7952,2.7952,0.0,2.7952,2.7952,0.0,0.0,,,,,0,1,90.0,0,8.0,5.2048,1,0,
2022-23,FAIL,20,left,92,Pinnock,DEF,44,900,360,0.72,1.0,2.6888,2.7276,0.0388,2.6888,2.7276,0.0388,0.0388,,,,,1,1,90.0,0,6.0,3.2724,1,0,
2022-23,FAIL,21,entered,357,Trippier,DEF,60,1684,360,0.72,1.0,2.62,2.702,0.082,2.62,2.702,0.082,0.082,-0.7992,-0.7992,1,3.5012,1,1,90.0,0,8.0,5.298,1,0,4.625
2022-23,FAIL,21,entered,133,Arrizabalaga,GKP,46,945,450,0.85,1.0,3.458,3.4736,0.0156,3.458,3.4736,0.0156,0.0156,-0.0276,-0.0276,1,3.5012,1,0,90.0,0,9.0,5.5264,1,0,5.625
2022-23,FAIL,21,entered,171,Olise,MID,54,1171,422,0.72,1.0,2.4756,2.9276,0.452,2.4756,2.9276,0.452,0.452,-0.5736,-0.5736,1,3.5012,1,0,25.0,0,0.0,-2.9276,0,0,-3.375
2022-23,FAIL,21,entered,301,De Bruyne,MID,125,1490,360,0.72,1.0,3.1072,3.348,0.2408,3.1072,3.348,0.2408,0.2408,-0.1532,-0.1532,1,3.5012,1,1,76.0,0,6.0,2.652,1,0,2.625
2022-23,FAIL,21,entered,16,Gabriel,DEF,52,1620,360,0.72,1.0,2.5252,2.5792,0.054,2.5252,2.5792,0.054,0.054,-0.922,-0.922,1,3.5012,1,0,90.0,0,1.0,-1.5792,1,0,-2.375
2022-23,FAIL,21,entered,210,Mitrović,FWD,71,1373,354,0.72,1.0,2.5492,2.5492,0.0,2.5492,2.5492,0.0,0.0,-0.952,-0.952,1,3.5012,0,1,90.0,0,2.0,-0.5492,1,0,-1.375
2022-23,FAIL,21,entered,278,Chamberlain,MID,49,307,277,0.72,1.0,2.25,3.0504,0.8004,2.25,3.0504,0.8004,0.8004,-0.4508,-0.4508,1,3.5012,1,1,0.0,1,0.0,-3.0504,0,0,-3.375
2022-23,FAIL,21,entered,222,Ayling,DEF,45,428,274,0.72,1.0,2.292,2.6836,0.3916,2.292,2.6836,0.3916,0.3916,-0.8176,-0.8176,1,3.5012,1,1,90.0,0,8.0,5.3164,1,0,4.625
2022-23,FAIL,21,left,518,Hennessey,GKP,39,90,90,0.85,1.0,3.1932,3.1932,0.0,3.1932,3.1932,0.0,0.0,,,,,0,1,90.0,0,2.0,-1.1932,1,0,
2022-23,FAIL,21,left,680,Gakpo,MID,80,90,90,0.72,1.0,2.91,2.91,0.0,2.91,2.91,0.0,0.0,,,,,0,1,81.0,0,3.0,0.09,1,0,
2022-23,FAIL,21,left,73,Kelly,DEF,43,810,360,0.72,1.0,2.4508,2.4508,0.0,2.4508,2.4508,0.0,0.0,,,,,0,1,90.0,0,1.0,-1.4508,1,0,
2022-23,FAIL,21,left,619,Gnonto,FWD,50,447,339,0.72,1.0,2.0108,2.0108,0.0,2.0108,2.0108,0.0,0.0,,,,,0,1,90.0,0,2.0,-0.0108,1,0,
2022-23,FAIL,21,left,302,Stones,DEF,54,1090,360,0.72,1.0,2.798,2.8192,0.0212,2.798,2.8192,0.0212,0.0212,,,,,1,1,90.0,0,8.0,5.1808,1,0,
2022-23,FAIL,21,left,558,Bueno,DEF,39,741,290,0.72,1.0,2.0876,2.0876,0.0,2.0876,2.0876,0.0,0.0,,,,,0,0,80.0,0,1.0,-1.0876,1,0,
2022-23,FAIL,21,left,335,Rashford,MID,71,1526,400,0.72,1.0,2.8088,2.8752,0.0664,2.8088,2.8752,0.0664,0.0664,,,,,1,1,90.0,0,7.0,4.1248,1,0,
2022-23,FAIL,21,left,283,Salah,MID,128,1597,360,0.72,1.0,2.9944,3.1716,0.1772,2.9944,3.1716,0.1772,0.1772,,,,,1,1,90.0,0,3.0,-0.1716,1,0,
2022-23,FAIL,22,entered,92,Pinnock,DEF,44,1080,360,0.72,1.0,2.64,2.6676,0.0276,2.64,2.6676,0.0276,0.0276,-3.3604,-3.3604,1,6.028,1,1,90.0,0,6.0,3.3324,1,0,3.3333
2022-23,FAIL,22,entered,301,De Bruyne,MID,124,1566,346,0.72,1.0,2.9008,3.0764,0.1756,2.9008,3.0764,0.1756,0.1756,-2.9516,-2.9516,1,6.028,1,1,31.0,0,1.0,-2.0764,0,0,-1.6667
2022-23,FAIL,22,entered,135,Ziyech,MID,55,422,274,0.72,1.0,2.29,3.166,0.876,2.29,3.166,0.876,0.876,-2.862,-2.862,1,6.028,1,0,59.0,0,1.0,-2.166,0,0,-1.6667
2022-23,FAIL,22,left,448,Perišić,DEF,55,1261,344,0.72,1.0,2.648,2.648,0.0,2.648,2.648,0.0,0.0,,,,,0,1,78.0,0,5.0,2.352,1,0,
2022-23,FAIL,22,left,699,Mudryk,MID,70,35,35,0.72,0.3889,2.7352,2.7352,0.0,2.7352,2.7352,0.0,0.0,,,,,0,1,45.0,0,1.0,-1.7352,0,0,
2022-23,FAIL,22,left,7,Ødegaard,MID,69,1522,356,0.72,1.0,2.9012,2.9492,0.048,2.9012,2.9492,0.048,0.048,,,,,1,0,76.0,0,2.0,-0.9492,1,0,
2022-23,FAIL,23,entered,257,Amartey,DEF,41,1363,270,0.72,1.0,2.3544,2.3224,-0.032,2.3544,2.3224,-0.032,-0.032,-2.9912,-2.9912,1,5.3136,1,1,0.0,1,0.0,-2.3224,0,0,-3.5
2022-23,FAIL,23,entered,171,Olise,MID,54,1286,367,0.72,1.0,2.5068,2.8468,0.34,2.5068,2.8468,0.34,0.34,-2.4668,-2.4668,1,5.3136,1,0,83.0,0,2.0,-0.8468,1,0,-1.5
2022-23,FAIL,23,entered,463,Coufal,DEF,41,1200,337,0.72,1.0,2.1932,2.2476,0.0544,2.1932,2.2476,0.0544,0.0544,-3.066,-3.066,1,5.3136,1,0,90.0,0,1.0,-1.2476,1,0,-2.5
2022-23,FAIL,23,entered,15,Ramsdale,GKP,49,1800,360,0.85,1.0,6.2316,6.2316,0.0,6.2316,6.2316,0.0,0.0,0.918,0.918,0,5.3136,1,0,180.0,0,3.0,-3.2316,1,0,-0.5
2022-23,FAIL,23,entered,222,Ayling,DEF,45,698,450,0.72,1.0,2.488,2.8272,0.3392,2.488,2.8272,0.3392,0.3392,-2.4864,-2.4864,1,5.3136,1,1,90.0,0,1.0,-1.8272,1,0,-2.5
2022-23,FAIL,23,entered,446,Kulusevski,MID,79,1054,355,0.72,1.0,2.6152,3.3008,0.6856,2.6152,3.3008,0.6856,0.6856,-2.0128,-2.0128,1,5.3136,1,1,78.0,0,2.0,-1.3008,1,0,-1.5
2022-23,FAIL,23,left,133,Arrizabalaga,GKP,46,1125,450,0.85,1.0,3.662,3.6744,0.0124,3.662,3.6744,0.0124,0.0124,,,,,1,0,90.0,0,2.0,-1.6744,1,0,
2022-23,FAIL,23,left,73,Kelly,DEF,43,900,270,0.72,1.0,2.4388,2.4388,0.0,2.4388,2.4388,0.0,0.0,,,,,0,1,0.0,1,0.0,-2.4388,0,0,
2022-23,FAIL,23,left,335,Rashford,MID,72,1796,540,0.72,1.0,2.9084,2.9084,0.0,2.9084,2.9084,0.0,0.0,,,,,1,1,90.0,0,8.0,5.0916,1,0,
2022-23,FAIL,23,left,16,Gabriel,DEF,52,1800,360,0.72,1.0,5.0456,5.0456,0.0,5.0456,5.0456,0.0,0.0,,,,,1,0,180.0,0,3.0,-2.0456,1,0,
2022-23,FAIL,23,left,470,Diop,DEF,43,1054,278,0.72,1.0,2.5188,2.5188,0.0,2.5188,2.5188,0.0,0.0,,,,,0,1,90.0,0,6.0,3.4812,1,0,
2022-23,FAIL,23,left,124,Mitoma,MID,53,834,346,0.72,1.0,2.76,2.76,0.0,2.76,2.76,0.0,0.0,,,,,0,1,90.0,0,2.0,-0.76,1,0,
2022-23,FAIL,24,entered,128,Thiago Silva,DEF,55,1793,360,0.72,1.0,2.6776,2.6776,0.0,2.6776,2.6776,0.0,0.0,-0.6992,-0.6992,1,3.3768,1,0,0.0,1,0.0,-2.6776,0,0,-6.0
2022-23,FAIL,24,entered,42,Buendía,MID,57,1273,297,0.72,1.0,2.5756,2.8584,0.2828,2.5756,2.8584,0.2828,0.2828,-0.5184,-0.5184,1,3.3768,1,0,66.0,0,2.0,-0.8584,1,0,-4.0
2022-23,FAIL,24,entered,11,Nketiah,FWD,68,861,450,0.72,1.0,2.6724,3.188,0.5156,2.6724,3.188,0.5156,0.5156,-0.1888,-0.1888,1,3.3768,1,0,90.0,0,2.0,-1.188,1,0,-4.0
2022-23,FAIL,24,entered,366,Schär,DEF,52,1874,360,0.72,1.0,2.6444,2.6444,0.0,2.6444,2.6444,0.0,0.0,-0.7324,-0.7324,1,3.3768,1,1,90.0,0,1.0,-1.6444,1,0,-5.0
2022-23,FAIL,24,entered,446,Kulusevski,MID,79,1132,433,0.72,1.0,2.7056,3.4444,0.7388,2.7056,3.4444,0.7388,0.7388,0.0676,0.0676,1,3.3768,1,1,89.0,0,3.0,-0.4444,1,0,-3.0
2022-23,FAIL,24,left,7,Ødegaard,MID,70,1778,436,0.72,1.0,2.7904,2.7904,0.0,2.7904,2.7904,0.0,0.0,,,,,1,0,90.0,0,8.0,5.2096,1,0,
2022-23,FAIL,24,left,586,Estupiñán,DEF,47,1259,360,0.72,1.0,2.55,2.55,0.0,2.55,2.55,0.0,0.0,,,,,0,1,61.0,0,8.0,5.45,1,0,
2022-23,FAIL,24,left,619,Gnonto,FWD,50,806,449,0.72,1.0,2.3156,2.3156,0.0,2.3156,2.3156,0.0,0.0,,,,,0,1,90.0,0,1.0,-1.3156,1,0,
2022-23,FAIL,24,left,333,Fernandes,MID,99,1979,540,0.72,1.0,2.806,2.806,0.0,2.806,2.806,0.0,0.0,,,,,1,1,90.0,0,12.0,9.194,1,0,
2022-23,FAIL,24,left,341,Wan-Bissaka,DEF,43,625,373,0.72,1.0,2.6008,2.4792,-0.1216,2.6008,2.4792,-0.1216,-0.1216,,,,,1,1,21.0,0,1.0,-1.4792,0,0,
