season,e024_gate,season_gate,gw,swap_set,enter_id,enter_name,enter_pos,left_id,left_name,left_pos,ctrl_margin,abs_ctrl_margin,gap_bucket,ctrl_rank_dist,treat_lift,ctrl_mu_enter,ctrl_mu_left,treat_mu_enter,enter_mins,left_mins,enter_pts,left_pts,both60,bad_swap,bound,gw_u0_slack,epsilon,globally_admissible
2022-23,FAIL,both,8,ctrl_treat,465,Bowen,MID,480,Neves,MID,-0.0296,0.0296,near,2,0.9008,2.4008,2.4304,3.3016,90.0,90.0,2.0,1.0,1,0,0,0.4795,0.79096,1
2022-23,FAIL,both,8,ctrl_treat,189,Gray,MID,480,Neves,MID,-0.0344,0.0344,near,3,0.5124,2.396,2.4304,2.9084,80.0,90.0,3.0,1.0,1,0,0,0.4795,0.79096,1
2022-23,FAIL,both,8,ctrl_pack1,477,Jonny,DEF,526,Mee,DEF,-0.2984,0.2984,mid,17,0.4104,2.1892,2.4876,2.5996,90.0,90.0,1.0,1.0,1,0,0,0.4795,0.79096,1
2022-23,FAIL,both,8,ctrl_pack1,465,Bowen,MID,480,Neves,MID,-0.0296,0.0296,near,2,0.9008,2.4008,2.4304,3.3016,90.0,90.0,2.0,1.0,1,0,0,0.4795,0.79096,1
2022-23,FAIL,both,8,ctrl_pack1,189,Gray,MID,480,Neves,MID,-0.0344,0.0344,near,3,0.5124,2.396,2.4304,2.9084,80.0,90.0,3.0,1.0,1,0,0,0.4795,0.79096,1
2022-23,FAIL,both,9,ctrl_treat,40,Watkins,FWD,356,Wilson,FWD,-0.092,0.092,near,5,0.23,2.3476,2.4396,2.5776,90.0,65.0,2.0,6.0,1,1,0,0.4028,0.79096,1
2022-23,FAIL,both,9,ctrl_treat,2,Leno,GKP,81,Raya,GKP,-0.0024,0.0024,near,1,0.0,3.2876,3.29,3.2876,90.0,90.0,2.0,6.0,1,1,0,0.4028,0.79096,1
2022-23,FAIL,both,9,ctrl_treat,357,Trippier,DEF,71,Mepham,DEF,-0.2368,0.2368,near,12,0.8612,2.2816,2.5184,3.1428,82.0,90.0,7.0,6.0,1,0,0,0.4028,0.79096,1
2022-23,FAIL,both,9,ctrl_pack1,40,Watkins,FWD,356,Wilson,FWD,-0.092,0.092,near,5,0.23,2.3476,2.4396,2.5776,90.0,65.0,2.0,6.0,1,1,0,0.4028,0.79096,1
2022-23,FAIL,both,9,ctrl_pack1,2,Leno,GKP,81,Raya,GKP,-0.0024,0.0024,near,1,0.0,3.2876,3.29,3.2876,90.0,90.0,2.0,6.0,1,1,0,0.4028,0.79096,1
2022-23,FAIL,both,9,ctrl_pack1,357,Trippier,DEF,71,Mepham,DEF,-0.2368,0.2368,near,12,0.8612,2.2816,2.5184,3.1428,82.0,90.0,7.0,6.0,1,0,0,0.4028,0.79096,1
2022-23,FAIL,both,11,ctrl_treat,40,Watkins,FWD,617,Aubameyang,FWD,-0.1168,0.1168,near,5,0.2352,2.38,2.4968,2.6152,90.0,57.0,2.0,1.0,0,0,0,0.1194,0.79096,1
2022-23,FAIL,both,11,ctrl_pack1,40,Watkins,FWD,617,Aubameyang,FWD,-0.1168,0.1168,near,5,0.2352,2.38,2.4968,2.6152,90.0,57.0,2.0,1.0,0,0,0,0.1194,0.79096,1
2022-23,FAIL,both,12,ctrl_treat,288,Diogo Jota,FWD,66,Solanke,FWD,-0.0348,0.0348,near,5,1.2036,2.4964,2.5312,3.7,0.0,90.0,0.0,2.0,0,0,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_treat,261,Maddison,MID,680,Gakpo,MID,-0.3096,0.3096,mid,17,0.8508,2.4652,2.7748,3.316,0.0,0.0,0.0,0.0,0,0,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_treat,261,Maddison,MID,333,Fernandes,MID,-0.0788,0.0788,near,9,0.8508,2.4652,2.544,3.316,0.0,90.0,0.0,11.0,0,0,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_treat,264,Barnes,MID,680,Gakpo,MID,-0.4424,0.4424,mid,24,0.932,2.3324,2.7748,3.2644,84.0,0.0,8.0,0.0,0,0,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_treat,264,Barnes,MID,333,Fernandes,MID,-0.2116,0.2116,near,16,0.932,2.3324,2.544,3.2644,84.0,90.0,8.0,11.0,1,1,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_treat,465,Bowen,MID,680,Gakpo,MID,-0.3564,0.3564,mid,21,0.5372,2.4184,2.7748,2.9556,90.0,0.0,0.0,0.0,0,0,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_treat,465,Bowen,MID,333,Fernandes,MID,-0.1256,0.1256,near,13,0.5372,2.4184,2.544,2.9556,90.0,90.0,0.0,11.0,1,1,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_treat,374,Bruno Guimarães,MID,680,Gakpo,MID,-0.312,0.312,mid,18,1.0604,2.4628,2.7748,3.5232,90.0,0.0,6.0,0.0,0,0,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_treat,374,Bruno Guimarães,MID,333,Fernandes,MID,-0.0812,0.0812,near,10,1.0604,2.4628,2.544,3.5232,90.0,90.0,6.0,11.0,1,1,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_treat,366,Schär,DEF,258,Castagne,DEF,-0.1168,0.1168,near,9,0.1532,2.4888,2.6056,2.642,90.0,90.0,5.0,6.0,1,1,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_treat,366,Schär,DEF,342,Dalot,DEF,-0.246,0.246,near,14,0.1532,2.4888,2.7348,2.642,90.0,90.0,5.0,6.0,1,1,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_treat,366,Schär,DEF,377,Botman,DEF,-0.04,0.04,near,5,0.1532,2.4888,2.5288,2.642,90.0,90.0,5.0,7.0,1,1,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_pack1,288,Diogo Jota,FWD,66,Solanke,FWD,-0.0348,0.0348,near,5,1.2036,2.4964,2.5312,3.7,0.0,90.0,0.0,2.0,0,0,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_pack1,261,Maddison,MID,680,Gakpo,MID,-0.3096,0.3096,mid,17,0.8508,2.4652,2.7748,3.316,0.0,0.0,0.0,0.0,0,0,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_pack1,261,Maddison,MID,333,Fernandes,MID,-0.0788,0.0788,near,9,0.8508,2.4652,2.544,3.316,0.0,90.0,0.0,11.0,0,0,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_pack1,264,Barnes,MID,680,Gakpo,MID,-0.4424,0.4424,mid,24,0.932,2.3324,2.7748,3.2644,84.0,0.0,8.0,0.0,0,0,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_pack1,264,Barnes,MID,333,Fernandes,MID,-0.2116,0.2116,near,16,0.932,2.3324,2.544,3.2644,84.0,90.0,8.0,11.0,1,1,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_pack1,465,Bowen,MID,680,Gakpo,MID,-0.3564,0.3564,mid,21,0.5372,2.4184,2.7748,2.9556,90.0,0.0,0.0,0.0,0,0,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_pack1,465,Bowen,MID,333,Fernandes,MID,-0.1256,0.1256,near,13,0.5372,2.4184,2.544,2.9556,90.0,90.0,0.0,11.0,1,1,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_pack1,374,Bruno Guimarães,MID,680,Gakpo,MID,-0.312,0.312,mid,18,1.0604,2.4628,2.7748,3.5232,90.0,0.0,6.0,0.0,0,0,1,0.7855,0.79096,1
2022-23,FAIL,both,12,ctrl_pack1,374,Bruno Guimarães,MID,333,Fernandes,MID,-0.0812,0.0812,near,10,1.0604,2.4628,2.544,3.5232,90.0,90.0,6.0,11.0,1,1,1,0.7855,0.79096,1
2022-23,FAIL,both,12,treat_pack1,258,Castagne,DEF,366,Schär,DEF,0.1168,0.1168,near,-9,0.0028,2.6056,2.4888,2.6084,90.0,90.0,6.0,5.0,1,0,1,0.7855,0.79096,1
2022-23,FAIL,both,13,ctrl_treat,288,Diogo Jota,FWD,617,Aubameyang,FWD,-0.3784,0.3784,mid,18,0.8268,2.3296,2.708,3.1564,0.0,73.0,0.0,2.0,0,0,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_treat,288,Diogo Jota,FWD,318,Haaland,FWD,-0.9948,0.9948,large,32,0.8268,2.3296,3.3244,3.1564,0.0,79.0,0.0,13.0,0,0,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_treat,357,Trippier,DEF,484,Kilman,DEF,-0.0548,0.0548,near,3,0.652,2.4612,2.516,3.1132,90.0,90.0,2.0,0.0,1,0,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_treat,357,Trippier,DEF,39,Mings,DEF,0.038,0.038,near,-4,0.652,2.4612,2.4232,3.1132,90.0,90.0,2.0,10.0,1,1,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_treat,357,Trippier,DEF,461,Zouma,DEF,-0.0848,0.0848,near,5,0.652,2.4612,2.546,3.1132,90.0,90.0,2.0,15.0,1,1,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_treat,357,Trippier,DEF,475,Coady,DEF,-0.1092,0.1092,near,7,0.652,2.4612,2.5704,3.1132,90.0,90.0,2.0,6.0,1,1,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_treat,141,Chalobah,DEF,484,Kilman,DEF,-0.2624,0.2624,mid,18,0.718,2.2536,2.516,2.9716,90.0,90.0,2.0,0.0,1,0,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_treat,141,Chalobah,DEF,39,Mings,DEF,-0.1696,0.1696,near,11,0.718,2.2536,2.4232,2.9716,90.0,90.0,2.0,10.0,1,1,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_treat,141,Chalobah,DEF,461,Zouma,DEF,-0.2924,0.2924,mid,20,0.718,2.2536,2.546,2.9716,90.0,90.0,2.0,15.0,1,1,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_treat,141,Chalobah,DEF,475,Coady,DEF,-0.3168,0.3168,mid,22,0.718,2.2536,2.5704,2.9716,90.0,90.0,2.0,6.0,1,1,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_pack1,357,Trippier,DEF,475,Coady,DEF,-0.1092,0.1092,near,7,0.652,2.4612,2.5704,3.1132,90.0,90.0,2.0,6.0,1,1,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_pack1,357,Trippier,DEF,484,Kilman,DEF,-0.0548,0.0548,near,3,0.652,2.4612,2.516,3.1132,90.0,90.0,2.0,0.0,1,0,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_pack1,141,Chalobah,DEF,475,Coady,DEF,-0.3168,0.3168,mid,22,0.718,2.2536,2.5704,2.9716,90.0,90.0,2.0,6.0,1,1,1,0.6242,0.79096,1
2022-23,FAIL,both,13,ctrl_pack1,141,Chalobah,DEF,484,Kilman,DEF,-0.2624,0.2624,mid,18,0.718,2.2536,2.516,2.9716,90.0,90.0,2.0,0.0,1,0,1,0.6242,0.79096,1
2022-23,FAIL,both,13,treat_pack1,318,Haaland,FWD,288,Diogo Jota,FWD,0.9948,0.9948,large,-32,0.0,3.3244,2.3296,3.3244,79.0,0.0,13.0,0.0,0,0,1,0.6242,0.79096,1
2022-23,FAIL,both,14,ctrl_treat,288,Diogo Jota,FWD,427,Kane,FWD,-0.1388,0.1388,near,5,1.1636,2.6064,2.7452,3.77,0.0,90.0,0.0,1.0,0,0,1,0.6795,0.79096,1
2022-23,FAIL,both,14,ctrl_treat,261,Maddison,MID,680,Gakpo,MID,-0.4408,0.4408,mid,27,0.838,2.3656,2.8064,3.2036,90.0,0.0,2.0,0.0,0,0,1,0.6795,0.79096,1
2022-23,FAIL,both,14,ctrl_treat,261,Maddison,MID,169,Eze,MID,-0.2368,0.2368,near,18,0.838,2.3656,2.6024,3.2036,90.0,62.0,2.0,3.0,1,1,1,0.6795,0.79096,1
2022-23,FAIL,both,14,ctrl_treat,428,Son,MID,680,Gakpo,MID,-0.1324,0.1324,near,4,0.5484,2.674,2.8064,3.2224,90.0,0.0,2.0,0.0,0,0,1,0.6795,0.79096,1
2022-23,FAIL,both,14,ctrl_treat,428,Son,MID,169,Eze,MID,0.0716,0.0716,near,-5,0.5484,2.674,2.6024,3.2224,90.0,62.0,2.0,3.0,1,1,1,0.6795,0.79096,1
2022-23,FAIL,both,14,ctrl_treat,335,Rashford,MID,680,Gakpo,MID,-0.2156,0.2156,near,11,0.368,2.5908,2.8064,2.9588,90.0,0.0,8.0,0.0,0,0,1,0.6795,0.79096,1
2022-23,FAIL,both,14,ctrl_treat,335,Rashford,MID,169,Eze,MID,-0.0116,0.0116,near,2,0.368,2.5908,2.6024,2.9588,90.0,62.0,8.0,3.0,1,0,1,0.6795,0.79096,1
2022-23,FAIL,both,14,ctrl_treat,374,Bruno Guimarães,MID,680,Gakpo,MID,-0.534,0.534,mid,38,0.8988,2.2724,2.8064,3.1712,82.0,0.0,3.0,0.0,0,0,1,0.6795,0.79096,1
2022-23,FAIL,both,14,ctrl_treat,374,Bruno Guimarães,MID,169,Eze,MID,-0.33,0.33,mid,29,0.8988,2.2724,2.6024,3.1712,82.0,62.0,3.0,3.0,1,0,1,0.6795,0.79096,1
2022-23,FAIL,both,14,ctrl_pack1,288,Diogo Jota,FWD,427,Kane,FWD,-0.1388,0.1388,near,5,1.1636,2.6064,2.7452,3.77,0.0,90.0,0.0,1.0,0,0,1,0.6795,0.79096,1
2022-23,FAIL,both,14,ctrl_pack1,428,Son,MID,680,Gakpo,MID,-0.1324,0.1324,near,4,0.5484,2.674,2.8064,3.2224,90.0,0.0,2.0,0.0,0,0,1,0.6795,0.79096,1
2022-23,FAIL,both,14,ctrl_pack1,374,Bruno Guimarães,MID,680,Gakpo,MID,-0.534,0.534,mid,38,0.8988,2.2724,2.8064,3.1712,82.0,0.0,3.0,0.0,0,0,1,0.6795,0.79096,1
2022-23,FAIL,both,14,ctrl_pack1,335,Rashford,MID,680,Gakpo,MID,-0.2156,0.2156,near,11,0.368,2.5908,2.8064,2.9588,90.0,0.0,8.0,0.0,0,0,1,0.6795,0.79096,1
2022-23,FAIL,both,14,treat_pack1,169,Eze,MID,261,Maddison,MID,0.2368,0.2368,near,-18,0.1668,2.6024,2.3656,2.7692,62.0,90.0,3.0,2.0,1,0,1,0.6795,0.79096,1
2022-23,FAIL,both,15,ctrl_treat,288,Diogo Jota,FWD,427,Kane,FWD,-0.3324,0.3324,mid,22,0.9516,2.3464,2.6788,3.298,0.0,90.0,0.0,8.0,0,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_treat,538,Young,DEF,516,Collins,DEF,-0.2032,0.2032,near,12,0.218,2.466,2.6692,2.684,11.0,90.0,1.0,0.0,0,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_treat,538,Young,DEF,461,Zouma,DEF,-0.1292,0.1292,near,8,0.218,2.466,2.5952,2.684,11.0,90.0,1.0,1.0,0,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_treat,538,Young,DEF,475,Coady,DEF,-0.0584,0.0584,near,5,0.218,2.466,2.5244,2.684,11.0,90.0,1.0,1.0,0,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_treat,141,Chalobah,DEF,516,Collins,DEF,-0.29,0.29,mid,18,0.5308,2.3792,2.6692,2.91,90.0,90.0,1.0,0.0,1,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_treat,141,Chalobah,DEF,461,Zouma,DEF,-0.216,0.216,near,14,0.5308,2.3792,2.5952,2.91,90.0,90.0,1.0,1.0,1,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_treat,141,Chalobah,DEF,475,Coady,DEF,-0.1452,0.1452,near,11,0.5308,2.3792,2.5244,2.91,90.0,90.0,1.0,1.0,1,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_pack1,288,Diogo Jota,FWD,427,Kane,FWD,-0.3324,0.3324,mid,22,0.9516,2.3464,2.6788,3.298,0.0,90.0,0.0,8.0,0,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_pack1,538,Young,DEF,516,Collins,DEF,-0.2032,0.2032,near,12,0.218,2.466,2.6692,2.684,11.0,90.0,1.0,0.0,0,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_pack1,538,Young,DEF,461,Zouma,DEF,-0.1292,0.1292,near,8,0.218,2.466,2.5952,2.684,11.0,90.0,1.0,1.0,0,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_pack1,538,Young,DEF,475,Coady,DEF,-0.0584,0.0584,near,5,0.218,2.466,2.5244,2.684,11.0,90.0,1.0,1.0,0,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_pack1,141,Chalobah,DEF,516,Collins,DEF,-0.29,0.29,mid,18,0.5308,2.3792,2.6692,2.91,90.0,90.0,1.0,0.0,1,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_pack1,141,Chalobah,DEF,461,Zouma,DEF,-0.216,0.216,near,14,0.5308,2.3792,2.5952,2.91,90.0,90.0,1.0,1.0,1,0,0,0.7111,0.79096,1
2022-23,FAIL,both,15,ctrl_pack1,141,Chalobah,DEF,475,Coady,DEF,-0.1452,0.1452,near,11,0.5308,2.3792,2.5244,2.91,90.0,90.0,1.0,1.0,1,0,0,0.7111,0.79096,1
2022-23,FAIL,both,16,ctrl_treat,464,Benrahma,MID,680,Gakpo,MID,-0.6432,0.6432,mid,60,0.818,2.1308,2.774,2.9488,90.0,0.0,2.0,0.0,0,0,1,0.4555,0.79096,1
2022-23,FAIL,both,16,ctrl_treat,464,Benrahma,MID,614,Willian,MID,-0.5928,0.5928,mid,58,0.818,2.1308,2.7236,2.9488,90.0,90.0,2.0,2.0,1,0,1,0.4555,0.79096,1
2022-23,FAIL,both,16,ctrl_treat,374,Bruno Guimarães,MID,680,Gakpo,MID,-0.5888,0.5888,mid,47,0.7456,2.1852,2.774,2.9308,90.0,0.0,3.0,0.0,0,0,1,0.4555,0.79096,1
2022-23,FAIL,both,16,ctrl_treat,374,Bruno Guimarães,MID,614,Willian,MID,-0.5384,0.5384,mid,45,0.7456,2.1852,2.7236,2.9308,90.0,90.0,3.0,2.0,1,0,1,0.4555,0.79096,1
2022-23,FAIL,both,16,ctrl_treat,286,Gomez,DEF,377,Botman,DEF,-0.0032,0.0032,near,2,0.34,2.5112,2.5144,2.8512,90.0,86.0,2.0,7.0,1,1,1,0.4555,0.79096,1
2022-23,FAIL,both,16,ctrl_pack1,464,Benrahma,MID,680,Gakpo,MID,-0.6432,0.6432,mid,60,0.818,2.1308,2.774,2.9488,90.0,0.0,2.0,0.0,0,0,1,0.4555,0.79096,1
2022-23,FAIL,both,16,ctrl_pack1,286,Gomez,DEF,377,Botman,DEF,-0.0032,0.0032,near,2,0.34,2.5112,2.5144,2.8512,90.0,86.0,2.0,7.0,1,1,1,0.4555,0.79096,1
2022-23,FAIL,both,16,treat_pack1,614,Willian,MID,374,Bruno Guimarães,MID,0.5384,0.5384,mid,-45,0.0,2.7236,2.1852,2.7236,90.0,90.0,2.0,3.0,1,1,1,0.4555,0.79096,1
2022-23,FAIL,both,17,ctrl_treat,16,Gabriel,DEF,257,Amartey,DEF,-0.0808,0.0808,near,5,0.164,2.538,2.6188,2.702,90.0,90.0,2.0,1.0,1,0,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_treat,16,Gabriel,DEF,258,Castagne,DEF,-0.1008,0.1008,near,8,0.164,2.538,2.6388,2.702,90.0,90.0,2.0,1.0,1,0,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_treat,16,Gabriel,DEF,342,Dalot,DEF,-0.1768,0.1768,near,9,0.164,2.538,2.7148,2.702,90.0,0.0,2.0,0.0,0,0,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_treat,141,Chalobah,DEF,257,Amartey,DEF,-0.4612,0.4612,mid,45,0.5076,2.1576,2.6188,2.6652,2.0,90.0,1.0,1.0,0,0,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_treat,141,Chalobah,DEF,258,Castagne,DEF,-0.4812,0.4812,mid,48,0.5076,2.1576,2.6388,2.6652,2.0,90.0,1.0,1.0,0,0,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_treat,141,Chalobah,DEF,342,Dalot,DEF,-0.5572,0.5572,mid,49,0.5076,2.1576,2.7148,2.6652,2.0,0.0,1.0,0.0,0,0,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_treat,42,Buendía,MID,519,Eriksen,MID,-0.1596,0.1596,near,15,0.494,2.3836,2.5432,2.8776,85.0,76.0,2.0,5.0,1,1,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_treat,171,Olise,MID,519,Eriksen,MID,-0.2292,0.2292,near,23,0.8112,2.314,2.5432,3.1252,83.0,76.0,2.0,5.0,1,1,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_pack1,16,Gabriel,DEF,257,Amartey,DEF,-0.0808,0.0808,near,5,0.164,2.538,2.6188,2.702,90.0,90.0,2.0,1.0,1,0,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_pack1,16,Gabriel,DEF,258,Castagne,DEF,-0.1008,0.1008,near,8,0.164,2.538,2.6388,2.702,90.0,90.0,2.0,1.0,1,0,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_pack1,16,Gabriel,DEF,342,Dalot,DEF,-0.1768,0.1768,near,9,0.164,2.538,2.7148,2.702,90.0,0.0,2.0,0.0,0,0,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_pack1,141,Chalobah,DEF,257,Amartey,DEF,-0.4612,0.4612,mid,45,0.5076,2.1576,2.6188,2.6652,2.0,90.0,1.0,1.0,0,0,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_pack1,141,Chalobah,DEF,258,Castagne,DEF,-0.4812,0.4812,mid,48,0.5076,2.1576,2.6388,2.6652,2.0,90.0,1.0,1.0,0,0,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_pack1,141,Chalobah,DEF,342,Dalot,DEF,-0.5572,0.5572,mid,49,0.5076,2.1576,2.7148,2.6652,2.0,0.0,1.0,0.0,0,0,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_pack1,42,Buendía,MID,519,Eriksen,MID,-0.1596,0.1596,near,15,0.494,2.3836,2.5432,2.8776,85.0,76.0,2.0,5.0,1,1,0,0.6856,0.79096,1
2022-23,FAIL,both,17,ctrl_pack1,171,Olise,MID,519,Eriksen,MID,-0.2292,0.2292,near,23,0.8112,2.314,2.5432,3.1252,83.0,76.0,2.0,5.0,1,1,0,0.6856,0.79096,1
2022-23,FAIL,both,18,ctrl_treat,288,Diogo Jota,FWD,427,Kane,FWD,-0.1196,0.1196,near,5,1.0292,2.5832,2.7028,3.6124,0.0,90.0,0.0,2.0,0,0,0,0.4809,0.79096,1
2022-23,FAIL,both,18,ctrl_treat,300,Gündogan,MID,680,Gakpo,MID,-0.1984,0.1984,near,6,0.5716,2.5908,2.7892,3.1624,3.0,0.0,1.0,0.0,0,0,0,0.4809,0.79096,1
2022-23,FAIL,both,18,ctrl_treat,300,Gündogan,MID,369,Almirón,MID,0.0308,0.0308,near,-6,0.5716,2.5908,2.56,3.1624,3.0,83.0,1.0,3.0,0,0,0,0.4809,0.79096,1
2022-23,FAIL,both,18,ctrl_treat,464,Benrahma,MID,680,Gakpo,MID,-0.5448,0.5448,mid,43,0.8088,2.2444,2.7892,3.0532,90.0,0.0,2.0,0.0,0,0,0,0.4809,0.79096,1
2022-23,FAIL,both,18,ctrl_treat,464,Benrahma,MID,369,Almirón,MID,-0.3156,0.3156,mid,31,0.8088,2.2444,2.56,3.0532,90.0,83.0,2.0,3.0,1,1,0,0.4809,0.79096,1
2022-23,FAIL,both,18,ctrl_treat,285,Alexander-Arnold,DEF,470,Diop,DEF,0.1468,0.1468,near,-12,0.4312,2.6832,2.5364,3.1144,85.0,90.0,8.0,2.0,1,0,0,0.4809,0.79096,1
2022-23,FAIL,both,18,ctrl_pack1,288,Diogo Jota,FWD,427,Kane,FWD,-0.1196,0.1196,near,5,1.0292,2.5832,2.7028,3.6124,0.0,90.0,0.0,2.0,0,0,0,0.4809,0.79096,1
2022-23,FAIL,both,18,ctrl_pack1,300,Gündogan,MID,680,Gakpo,MID,-0.1984,0.1984,near,6,0.5716,2.5908,2.7892,3.1624,3.0,0.0,1.0,0.0,0,0,0,0.4809,0.79096,1
2022-23,FAIL,both,18,ctrl_pack1,300,Gündogan,MID,369,Almirón,MID,0.0308,0.0308,near,-6,0.5716,2.5908,2.56,3.1624,3.0,83.0,1.0,3.0,0,0,0,0.4809,0.79096,1
2022-23,FAIL,both,18,ctrl_pack1,464,Benrahma,MID,680,Gakpo,MID,-0.5448,0.5448,mid,43,0.8088,2.2444,2.7892,3.0532,90.0,0.0,2.0,0.0,0,0,0,0.4809,0.79096,1
2022-23,FAIL,both,18,ctrl_pack1,464,Benrahma,MID,369,Almirón,MID,-0.3156,0.3156,mid,31,0.8088,2.2444,2.56,3.0532,90.0,83.0,2.0,3.0,1,1,0,0.4809,0.79096,1
2022-23,FAIL,both,18,ctrl_pack1,285,Alexander-Arnold,DEF,470,Diop,DEF,0.1468,0.1468,near,-12,0.4312,2.6832,2.5364,3.1144,85.0,90.0,8.0,2.0,1,0,0,0.4809,0.79096,1
2022-23,FAIL,both,20,ctrl_treat,513,Lenglet,DEF,302,Stones,DEF,-0.4224,0.4224,mid,9,0.0,4.6312,5.0536,4.6312,99.0,90.0,1.0,1.0,1,0,0,0.2569,0.79096,1
2022-23,FAIL,both,20,ctrl_treat,300,Gündogan,MID,169,Eze,MID,0.3248,0.3248,mid,-6,0.8296,5.098,4.7732,5.9276,80.0,103.0,2.0,2.0,1,0,0,0.2569,0.79096,1
2022-23,FAIL,both,20,ctrl_pack1,513,Lenglet,DEF,302,Stones,DEF,-0.4224,0.4224,mid,9,0.0,4.6312,5.0536,4.6312,99.0,90.0,1.0,1.0,1,0,0,0.2569,0.79096,1
2022-23,FAIL,both,20,ctrl_pack1,300,Gündogan,MID,169,Eze,MID,0.3248,0.3248,mid,-6,0.8296,5.098,4.7732,5.9276,80.0,103.0,2.0,2.0,1,0,0,0.2569,0.79096,1
2022-23,FAIL,both,21,ctrl_treat,357,Trippier,DEF,302,Stones,DEF,-0.178,0.178,near,3,0.082,2.62,2.798,2.702,90.0,90.0,8.0,8.0,1,0,1,0.5453,0.79096,1
2022-23,FAIL,both,21,ctrl_treat,357,Trippier,DEF,628,Aurier,DEF,0.0396,0.0396,near,-3,0.082,2.62,2.5804,2.702,90.0,74.0,8.0,2.0,1,0,1,0.5453,0.79096,1
2022-23,FAIL,both,21,ctrl_treat,222,Ayling,DEF,302,Stones,DEF,-0.506,0.506,mid,34,0.3916,2.292,2.798,2.6836,90.0,90.0,8.0,8.0,1,0,1,0.5453,0.79096,1
2022-23,FAIL,both,21,ctrl_treat,222,Ayling,DEF,628,Aurier,DEF,-0.2884,0.2884,mid,28,0.3916,2.292,2.5804,2.6836,90.0,74.0,8.0,2.0,1,0,1,0.5453,0.79096,1
2022-23,FAIL,both,21,ctrl_treat,171,Olise,MID,680,Gakpo,MID,-0.4344,0.4344,mid,21,0.452,2.4756,2.91,2.9276,25.0,81.0,0.0,3.0,0,0,1,0.5453,0.79096,1
