season,e024_gate,gw,strategy,delta_u_pred,delta_xi_pts,delta_cap,delta_cap_bonus,delta_cap_oracle,squad_changed,xi_changed,captain_changed,captain_only_changed,sign_u,sign_xi,sign_cap,sign_bonus,u_pos_cap_neg,u_pos_xi_neg,u_pos_xi_pos_cap_neg,u_pos_xi_neg_cap_neg
2024-25,PASS,37,safe,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2024-25,PASS,38,balanced,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2024-25,PASS,38,safe,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,1,balanced,6.5924,-3.0,-3.0,0.0,-3.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,1,safe,3.8356,7.0,7.0,0.0,7.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,2,balanced,0.6896,0.0,2.0,2.0,1.0,1,1,1,0,1,0,1,1,0,0,0,0
2025-26,FAIL,2,safe,0.4657,-2.0,-2.0,0.0,-4.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,3,balanced,0.8028,-3.0,-3.0,0.0,-3.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,3,safe,0.5127,-3.0,-3.0,0.0,-3.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,4,balanced,2.356,6.0,6.0,0.0,6.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,4,safe,1.2837,6.0,6.0,0.0,6.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,5,balanced,2.25,-5.0,-5.0,0.0,-5.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,5,safe,1.0577,3.0,3.0,0.0,3.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,6,balanced,1.8024,-6.0,-6.0,0.0,-6.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,6,safe,1.0202,-7.0,-7.0,0.0,-7.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,7,balanced,1.7294,-4.0,-4.0,0.0,-5.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,7,safe,0.6254,-9.0,-9.0,0.0,-17.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,8,balanced,1.472,5.0,5.0,0.0,5.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,8,safe,0.6624,-10.0,-10.0,0.0,-10.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,9,balanced,1.4753,1.0,3.0,2.0,1.0,1,1,1,0,1,1,1,1,0,0,0,0
2025-26,FAIL,9,safe,0.3574,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
2025-26,FAIL,10,balanced,2.1412,-8.0,-8.0,0.0,-8.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,10,safe,0.9328,1.0,1.0,0.0,1.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,11,balanced,0.8572,24.0,24.0,0.0,29.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,11,safe,0.2159,5.0,5.0,0.0,5.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,12,balanced,1.0852,1.0,1.0,0.0,1.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,12,safe,0.2655,3.0,3.0,0.0,3.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,13,balanced,1.1284,-12.0,-12.0,0.0,-14.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,13,safe,0.436,6.0,6.0,0.0,6.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,14,balanced,0.924,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0
2025-26,FAIL,14,safe,0.7514,-3.0,-3.0,0.0,-3.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,15,balanced,1.5718,4.0,4.0,0.0,4.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,15,safe,0.8183,9.0,9.0,0.0,9.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,16,balanced,0.75,-2.0,-2.0,0.0,-2.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,16,safe,0.3694,-2.0,-2.0,0.0,-2.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,17,balanced,1.2096,5.0,5.0,0.0,5.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,17,safe,0.7199,1.0,1.0,0.0,1.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,18,balanced,0.204,-7.0,-7.0,0.0,-7.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,18,safe,0.1226,-7.0,-5.0,2.0,-8.0,1,1,1,0,1,-1,-1,1,1,1,0,1
2025-26,FAIL,19,balanced,0.4556,-6.0,-6.0,0.0,-6.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,19,safe,0.3533,4.0,4.0,0.0,4.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,20,balanced,0.5324,10.0,10.0,0.0,23.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,20,safe,0.2349,-15.0,-15.0,0.0,-28.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,21,balanced,0.636,-15.0,-15.0,0.0,-21.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,21,safe,0.2413,-5.0,-5.0,0.0,-5.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,22,balanced,0.6184,-1.0,-1.0,0.0,-2.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,22,safe,0.3296,6.0,6.0,0.0,7.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,23,balanced,0.744,3.0,3.0,0.0,3.0,0,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,23,safe,0.4313,3.0,3.0,0.0,3.0,0,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,24,balanced,0.0444,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
2025-26,FAIL,24,safe,0.022,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
2025-26,FAIL,25,balanced,0.4032,-3.0,-3.0,0.0,-3.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,25,safe,0.1352,6.0,6.0,0.0,6.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,26,balanced,0.1544,1.0,1.0,0.0,1.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,26,safe,0.0705,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
2025-26,FAIL,27,balanced,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,27,safe,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,28,balanced,0.102,-1.0,-1.0,0.0,-1.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,28,safe,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,29,balanced,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,29,safe,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,30,balanced,0.2496,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0
2025-26,FAIL,30,safe,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,31,balanced,0.0968,1.0,1.0,0.0,1.0,1,1,0,0,1,1,1,0,0,0,0,0
2025-26,FAIL,31,safe,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,32,balanced,0.3088,-2.0,-2.0,0.0,-2.0,1,1,0,0,1,-1,-1,0,1,1,0,1
2025-26,FAIL,32,safe,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,33,balanced,0.3836,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
2025-26,FAIL,33,safe,0.3007,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
2025-26,FAIL,34,balanced,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,34,safe,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,35,balanced,-0.07,0.0,0.0,0.0,0.0,0,0,0,0,-1,0,0,0,0,0,0,0
2025-26,FAIL,35,safe,-0.0597,0.0,0.0,0.0,0.0,0,0,0,0,-1,0,0,0,0,0,0,0
2025-26,FAIL,36,balanced,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,36,safe,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,37,balanced,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,37,safe,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,38,balanced,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-26,FAIL,38,safe,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
