season,e024_gate,gw,strategy,movement,player_id,mu_lift,u_lift,v2b_mu_lift,actual_pts,mu_error,treat_mu,ctrl_mu
2022-23,FAIL,14,safe,entered,264,0.8076,0.4707,0.8076,2.0,-1.0296,3.0296,2.222
2022-23,FAIL,14,safe,entered,342,0.0052,0.0468,0.0052,9.0,6.4004,2.5996,2.5944
2022-23,FAIL,14,safe,entered,374,0.8988,0.405,0.8988,3.0,-0.1712,3.1712,2.2724
2022-23,FAIL,14,safe,entered,377,0.0,0.0,0.0,6.0,3.4132,2.5868,2.5868
2022-23,FAIL,14,safe,left,66,0.0,0.0,0.0,2.0,-0.3428,2.3428,2.3428
2022-23,FAIL,14,safe,left,680,0.0,0.0,0.0,0.0,-2.8064,2.8064,2.8064
2022-23,FAIL,14,safe,left,169,0.1668,0.0727,0.1668,3.0,0.2308,2.7692,2.6024
2022-23,FAIL,14,safe,left,106,-0.0944,-0.0877,-0.0944,2.0,-0.4888,2.4888,2.5832
2022-23,FAIL,14,safe,left,335,0.368,0.1594,0.368,8.0,5.0412,2.9588,2.5908
2022-23,FAIL,14,safe,left,16,0.1176,-0.0381,0.1176,6.0,3.2344,2.7656,2.648
2022-23,FAIL,14,safe,left,369,-0.1856,-0.1198,-0.1856,12.0,9.6216,2.3784,2.564
2022-23,FAIL,15,balanced,entered,288,0.9516,0.9516,0.9516,0.0,-3.298,3.298,2.3464
2022-23,FAIL,15,balanced,entered,483,0.2156,0.2156,0.2156,4.0,1.5948,2.4052,2.1896
2022-23,FAIL,15,balanced,entered,166,0.4836,0.4836,0.4836,0.0,-2.21,2.21,1.7264
2022-23,FAIL,15,balanced,entered,39,0.1336,0.1336,0.1336,1.0,-1.5516,2.5516,2.418
2022-23,FAIL,15,balanced,entered,141,0.5308,0.5308,0.5308,1.0,-1.91,2.91,2.3792
2022-23,FAIL,15,balanced,entered,465,0.6008,0.6008,0.6008,2.0,-0.9144,2.9144,2.3136
2022-23,FAIL,15,balanced,entered,538,0.218,0.218,0.218,1.0,-1.684,2.684,2.466
2022-23,FAIL,15,balanced,left,66,0.0,0.0,0.0,6.0,3.7616,2.2384,2.2384
2022-23,FAIL,15,balanced,left,516,0.0,0.0,0.0,0.0,-2.6692,2.6692,2.6692
2022-23,FAIL,15,balanced,left,6,0.0924,0.0924,0.0924,3.0,0.7712,2.2288,2.1364
2022-23,FAIL,15,balanced,left,427,0.16,0.16,0.16,8.0,5.1612,2.8388,2.6788
2022-23,FAIL,15,balanced,left,461,-0.046,-0.046,-0.046,1.0,-1.5492,2.5492,2.5952
2022-23,FAIL,15,balanced,left,593,0.0,0.0,0.0,2.0,-0.0652,2.0652,2.0652
2022-23,FAIL,15,balanced,left,475,0.0,0.0,0.0,1.0,-1.5244,2.5244,2.5244
2022-23,FAIL,15,safe,entered,288,0.9516,0.6,0.9516,0.0,-3.298,3.298,2.3464
2022-23,FAIL,15,safe,entered,357,0.4604,0.1912,0.4604,12.0,8.9776,3.0224,2.562
2022-23,FAIL,15,safe,entered,518,0.0,0.0,0.0,0.0,-3.3092,3.3092,3.3092
2022-23,FAIL,15,safe,entered,141,0.5308,0.2161,0.5308,1.0,-1.91,2.91,2.3792
2022-23,FAIL,15,safe,entered,465,0.6008,0.3614,0.6008,2.0,-0.9144,2.9144,2.3136
2022-23,FAIL,15,safe,entered,538,0.218,0.1714,0.218,1.0,-1.684,2.684,2.466
2022-23,FAIL,15,safe,left,128,0.1072,0.0213,0.1072,2.0,-0.7616,2.7616,2.6544
2022-23,FAIL,15,safe,left,2,0.0,0.0,0.0,2.0,-1.4696,3.4696,3.4696
2022-23,FAIL,15,safe,left,39,0.1336,0.0807,0.1336,1.0,-1.5516,2.5516,2.418
2022-23,FAIL,15,safe,left,427,0.16,0.1073,0.16,8.0,5.1612,2.8388,2.6788
2022-23,FAIL,15,safe,left,461,-0.046,-0.0404,-0.046,1.0,-1.5492,2.5492,2.5952
2022-23,FAIL,15,safe,left,369,-0.07,-0.0074,-0.07,8.0,5.6752,2.3248,2.3948
2022-23,FAIL,16,balanced,entered,464,0.818,0.818,0.818,2.0,-0.9488,2.9488,2.1308
2022-23,FAIL,16,balanced,entered,701,0.0,0.0,0.0,0.0,-1.7928,1.7928,1.7928
2022-23,FAIL,16,balanced,entered,374,0.7456,0.7456,0.7456,3.0,0.0692,2.9308,2.1852
2022-23,FAIL,16,balanced,entered,286,0.34,0.34,0.34,2.0,-0.8512,2.8512,2.5112
2022-23,FAIL,16,balanced,left,680,0.0,0.0,0.0,0.0,-2.774,2.774,2.774
2022-23,FAIL,16,balanced,left,558,0.0,0.0,0.0,0.0,-2.2252,2.2252,2.2252
2022-23,FAIL,16,balanced,left,380,0.0,0.0,0.0,0.0,-0.4608,0.4608,0.4608
2022-23,FAIL,16,balanced,left,614,0.0,0.0,0.0,2.0,-0.7236,2.7236,2.7236
2022-23,FAIL,16,safe,entered,171,0.6996,0.3629,0.6996,2.0,-0.8916,2.8916,2.192
2022-23,FAIL,16,safe,entered,428,0.5648,0.3348,0.5648,0.0,-3.3888,3.3888,2.824
2022-23,FAIL,16,safe,entered,286,0.34,0.2373,0.34,2.0,-0.8512,2.8512,2.5112
2022-23,FAIL,16,safe,entered,95,0.1296,0.0522,0.1296,1.0,-0.8924,1.8924,1.7628
2022-23,FAIL,16,safe,left,169,0.1532,0.0638,0.1532,2.0,-0.636,2.636,2.4828
2022-23,FAIL,16,safe,left,427,0.1192,0.0737,0.1192,11.0,8.238,2.762,2.6428
2022-23,FAIL,16,safe,left,470,0.0,0.0,0.0,1.0,-1.4764,2.4764,2.4764
2022-23,FAIL,16,safe,left,369,-0.1516,-0.0454,-0.1516,6.0,3.6624,2.3376,2.4892
2022-23,FAIL,17,balanced,entered,16,0.164,0.164,0.164,2.0,-0.702,2.702,2.538
2022-23,FAIL,17,balanced,entered,42,0.494,0.494,0.494,2.0,-0.8776,2.8776,2.3836
2022-23,FAIL,17,balanced,entered,171,0.8112,0.8112,0.8112,2.0,-1.1252,3.1252,2.314
2022-23,FAIL,17,balanced,entered,141,0.5076,0.5076,0.5076,1.0,-1.6652,2.6652,2.1576
2022-23,FAIL,17,balanced,left,257,-0.0672,-0.0672,-0.0672,1.0,-1.5516,2.5516,2.6188
2022-23,FAIL,17,balanced,left,342,-0.1316,-0.1316,-0.1316,0.0,-2.5832,2.5832,2.7148
2022-23,FAIL,17,balanced,left,614,0.0,0.0,0.0,6.0,3.472,2.528,2.528
2022-23,FAIL,17,balanced,left,519,0.0,0.0,0.0,5.0,2.4568,2.5432,2.5432
2022-23,FAIL,17,safe,entered,42,0.494,0.236,0.494,2.0,-0.8776,2.8776,2.3836
2022-23,FAIL,17,safe,entered,171,0.8112,0.4615,0.8112,2.0,-1.1252,3.1252,2.314
2022-23,FAIL,17,safe,entered,357,0.3776,0.1426,0.3776,12.0,9.036,2.964,2.5864
2022-23,FAIL,17,safe,entered,39,0.0308,-0.0079,0.0308,1.0,-1.3592,2.3592,2.3284
2022-23,FAIL,17,safe,left,342,-0.1316,-0.1016,-0.1316,0.0,-2.5832,2.5832,2.7148
2022-23,FAIL,17,safe,left,526,0.0,0.0,0.0,1.0,-1.504,2.504,2.504
2022-23,FAIL,17,safe,left,614,0.0,0.0,0.0,6.0,3.472,2.528,2.528
2022-23,FAIL,17,safe,left,7,0.1284,0.0432,0.1284,11.0,8.0668,2.9332,2.8048
2022-23,FAIL,18,balanced,entered,288,1.0292,0.0,1.0292,0.0,-3.6124,3.6124,2.5832
2022-23,FAIL,18,balanced,entered,300,0.5716,0.5716,0.5716,1.0,-2.1624,3.1624,2.5908
2022-23,FAIL,18,balanced,entered,285,0.4312,0.4312,0.4312,8.0,4.8856,3.1144,2.6832
2022-23,FAIL,18,balanced,entered,464,0.8088,0.8088,0.8088,2.0,-1.0532,3.0532,2.2444
2022-23,FAIL,18,balanced,left,680,0.0,0.0,0.0,0.0,-2.7892,2.7892,2.7892
2022-23,FAIL,18,balanced,left,369,-0.1088,-0.1088,-0.1088,3.0,0.5488,2.4512,2.56
2022-23,FAIL,18,balanced,left,427,0.1156,0.1156,0.1156,2.0,-0.8184,2.8184,2.7028
2022-23,FAIL,18,balanced,left,558,0.0,0.0,0.0,6.0,3.5124,2.4876,2.4876
2022-23,FAIL,18,safe,entered,464,0.8088,0.4172,0.8088,2.0,-1.0532,3.0532,2.2444
2022-23,FAIL,18,safe,entered,394,0.0,0.0,0.0,2.0,0.112,1.888,1.888
2022-23,FAIL,18,safe,entered,171,0.5792,0.3095,0.5792,12.0,9.2696,2.7304,2.1512
2022-23,FAIL,18,safe,entered,285,0.4312,0.3054,0.4312,8.0,4.8856,3.1144,2.6832
2022-23,FAIL,18,safe,left,680,0.0,0.0,0.0,0.0,-2.7892,2.7892,2.7892
2022-23,FAIL,18,safe,left,369,-0.1088,-0.0444,-0.1088,3.0,0.5488,2.4512,2.56
2022-23,FAIL,18,safe,left,66,0.0,0.0,0.0,1.0,-1.1848,2.1848,2.1848
2022-23,FAIL,18,safe,left,516,0.0,0.0,0.0,2.0,-0.5416,2.5416,2.5416
2022-23,FAIL,19,balanced,entered,171,0.6812,0.6812,0.6812,2.0,-1.1668,3.1668,2.4856
2022-23,FAIL,19,balanced,entered,92,0.0644,0.0644,0.0644,2.0,-0.5236,2.5236,2.4592
2022-23,FAIL,19,balanced,entered,518,0.0,0.0,0.0,0.0,-3.25,3.25,3.25
2022-23,FAIL,19,balanced,left,81,0.004,0.004,0.004,3.0,-0.892,3.892,3.888
2022-23,FAIL,19,balanced,left,257,-0.116,-0.116,-0.116,2.0,-0.4388,2.4388,2.5548
2022-23,FAIL,19,balanced,left,46,0.0948,0.0948,0.0948,2.0,-0.3964,2.3964,2.3016
2022-23,FAIL,19,safe,entered,171,0.6812,0.3805,0.6812,2.0,-1.1668,3.1668,2.4856
2022-23,FAIL,19,safe,entered,92,0.0644,0.0431,0.0644,2.0,-0.5236,2.5236,2.4592
2022-23,FAIL,19,safe,left,504,0.0,0.0,0.0,0.0,-2.5068,2.5068,2.5068
2022-23,FAIL,19,safe,left,169,0.1492,0.0695,0.1492,2.0,-0.6004,2.6004,2.4512
2022-23,FAIL,20,balanced,entered,513,0.0,0.0,0.0,1.0,-3.6312,4.6312,4.6312
2022-23,FAIL,20,balanced,entered,165,0.0768,0.0768,0.0768,1.0,-3.1164,4.1164,4.0396
2022-23,FAIL,20,balanced,entered,619,0.0,0.0,0.0,2.0,0.1704,1.8296,1.8296
2022-23,FAIL,20,balanced,entered,300,0.8296,0.8296,0.8296,2.0,-3.9276,5.9276,5.098
2022-23,FAIL,20,balanced,entered,81,0.002,0.002,0.002,5.0,1.2064,3.7936,3.7916
2022-23,FAIL,20,balanced,entered,595,0.4844,0.4844,0.4844,1.0,-1.8628,2.8628,2.3784
2022-23,FAIL,20,balanced,left,169,0.2004,0.2004,0.2004,2.0,-2.9736,4.9736,4.7732
2022-23,FAIL,20,balanced,left,426,0.0,0.0,0.0,0.0,-5.6644,5.6644,5.6644
2022-23,FAIL,20,balanced,left,11,0.702,0.702,0.702,2.0,-0.9204,2.9204,2.2184
2022-23,FAIL,20,balanced,left,302,0.0992,0.0992,0.0992,1.0,-4.1528,5.1528,5.0536
2022-23,FAIL,20,balanced,left,628,0.0,0.0,0.0,8.0,5.2048,2.7952,2.7952
2022-23,FAIL,20,balanced,left,92,0.0388,0.0388,0.0388,6.0,3.2724,2.7276,2.6888
2022-23,FAIL,20,safe,entered,595,0.4844,0.215,0.4844,1.0,-1.8628,2.8628,2.3784
2022-23,FAIL,20,safe,entered,11,0.702,0.3743,0.702,2.0,-0.9204,2.9204,2.2184
2022-23,FAIL,20,safe,entered,428,0.7496,0.4919,0.7496,4.0,-1.8524,5.8524,5.1028
2022-23,FAIL,20,safe,left,427,0.1368,0.1277,0.1368,7.0,1.868,5.132,4.9952
2022-23,FAIL,20,safe,left,92,0.0388,0.0396,0.0388,6.0,3.2724,2.7276,2.6888
2022-23,FAIL,20,safe,left,7,0.1064,0.0438,0.1064,9.0,5.9716,3.0284,2.922
2022-23,FAIL,21,balanced,entered,357,0.082,0.082,0.082,8.0,5.298,2.702,2.62
2022-23,FAIL,21,balanced,entered,133,0.0156,0.0156,0.0156,9.0,5.5264,3.4736,3.458
2022-23,FAIL,21,balanced,entered,171,0.452,0.452,0.452,0.0,-2.9276,2.9276,2.4756
2022-23,FAIL,21,balanced,entered,301,0.2408,0.2408,0.2408,6.0,2.652,3.348,3.1072
2022-23,FAIL,21,balanced,entered,16,0.054,0.054,0.054,1.0,-1.5792,2.5792,2.5252
2022-23,FAIL,21,balanced,entered,210,0.0,0.0,0.0,2.0,-0.5492,2.5492,2.5492
2022-23,FAIL,21,balanced,entered,278,0.8004,0.8004,0.8004,0.0,-3.0504,3.0504,2.25
2022-23,FAIL,21,balanced,entered,222,0.3916,0.3916,0.3916,8.0,5.3164,2.6836,2.292
2022-23,FAIL,21,balanced,left,518,0.0,0.0,0.0,2.0,-1.1932,3.1932,3.1932
2022-23,FAIL,21,balanced,left,680,0.0,0.0,0.0,3.0,0.09,2.91,2.91
2022-23,FAIL,21,balanced,left,73,0.0,0.0,0.0,1.0,-1.4508,2.4508,2.4508
2022-23,FAIL,21,balanced,left,619,0.0,0.0,0.0,2.0,-0.0108,2.0108,2.0108
2022-23,FAIL,21,balanced,left,302,0.0212,0.0212,0.0212,8.0,5.1808,2.8192,2.798
2022-23,FAIL,21,balanced,left,558,0.0,0.0,0.0,1.0,-1.0876,2.0876,2.0876
2022-23,FAIL,21,balanced,left,335,0.0664,0.0664,0.0664,7.0,4.1248,2.8752,2.8088
2022-23,FAIL,21,balanced,left,283,0.1772,0.1772,0.1772,3.0,-0.1716,3.1716,2.9944
2022-23,FAIL,21,safe,entered,357,0.082,0.0335,0.082,8.0,5.298,2.702,2.62
2022-23,FAIL,21,safe,entered,171,0.452,0.245,0.452,0.0,-2.9276,2.9276,2.4756
2022-23,FAIL,21,safe,entered,301,0.2408,0.1339,0.2408,6.0,2.652,3.348,3.1072
2022-23,FAIL,21,safe,entered,145,0.1224,0.0662,0.1224,2.0,-0.532,2.532,2.4096
2022-23,FAIL,21,safe,entered,278,0.8004,0.4089,0.8004,0.0,-3.0504,3.0504,2.25
2022-23,FAIL,21,safe,entered,222,0.3916,0.1952,0.3916,8.0,5.3164,2.6836,2.292
2022-23,FAIL,21,safe,left,614,0.0,0.0,0.0,2.0,-0.558,2.558,2.558
2022-23,FAIL,21,safe,left,680,0.0,0.0,0.0,3.0,0.09,2.91,2.91
2022-23,FAIL,21,safe,left,73,0.0,0.0,0.0,1.0,-1.4508,2.4508,2.4508
2022-23,FAIL,21,safe,left,302,0.0212,-0.0099,0.0212,8.0,5.1808,2.8192,2.798
2022-23,FAIL,21,safe,left,283,0.1772,0.1043,0.1772,3.0,-0.1716,3.1716,2.9944
2022-23,FAIL,21,safe,left,62,0.0,0.0,0.0,2.0,-0.142,2.142,2.142
2022-23,FAIL,22,balanced,entered,92,0.0276,0.0276,0.0276,6.0,3.3324,2.6676,2.64
2022-23,FAIL,22,balanced,entered,301,0.1756,0.1756,0.1756,1.0,-2.0764,3.0764,2.9008
2022-23,FAIL,22,balanced,entered,135,0.876,0.876,0.876,1.0,-2.166,3.166,2.29
2022-23,FAIL,22,balanced,left,448,0.0,0.0,0.0,5.0,2.352,2.648,2.648
2022-23,FAIL,22,balanced,left,699,0.0,0.0,0.0,1.0,-1.7352,2.7352,2.7352
2022-23,FAIL,22,balanced,left,7,0.048,0.048,0.048,2.0,-0.9492,2.9492,2.9012
2022-23,FAIL,22,safe,entered,42,0.3792,0.2068,0.3792,5.0,2.0308,2.9692,2.59
2022-23,FAIL,22,safe,entered,333,0.0688,0.0859,0.0688,12.0,6.84,5.16,5.0912
2022-23,FAIL,22,safe,left,593,0.0,0.0,0.0,-1.0,-6.0592,5.0592,5.0592
2022-23,FAIL,22,safe,left,7,0.048,-0.0024,0.048,2.0,-0.9492,2.9492,2.9012
2022-23,FAIL,23,balanced,entered,257,-0.032,-0.032,-0.032,0.0,-2.3224,2.3224,2.3544
2022-23,FAIL,23,balanced,entered,171,0.34,0.34,0.34,2.0,-0.8468,2.8468,2.5068
2022-23,FAIL,23,balanced,entered,463,0.0544,0.0544,0.0544,1.0,-1.2476,2.2476,2.1932
2022-23,FAIL,23,balanced,entered,15,0.0,0.0,0.0,3.0,-3.2316,6.2316,6.2316
2022-23,FAIL,23,balanced,entered,222,0.3392,0.3392,0.3392,1.0,-1.8272,2.8272,2.488
2022-23,FAIL,23,balanced,entered,446,0.6856,0.6856,0.6856,2.0,-1.3008,3.3008,2.6152
2022-23,FAIL,23,balanced,left,133,0.0124,0.0124,0.0124,2.0,-1.6744,3.6744,3.662
2022-23,FAIL,23,balanced,left,73,0.0,0.0,0.0,0.0,-2.4388,2.4388,2.4388
2022-23,FAIL,23,balanced,left,335,0.0,0.0,0.0,8.0,5.0916,2.9084,2.9084
2022-23,FAIL,23,balanced,left,16,0.0,0.0,0.0,3.0,-2.0456,5.0456,5.0456
2022-23,FAIL,23,balanced,left,470,0.0,0.0,0.0,6.0,3.4812,2.5188,2.5188
2022-23,FAIL,23,balanced,left,124,0.0,0.0,0.0,2.0,-0.76,2.76,2.76
2022-23,FAIL,23,safe,entered,257,-0.032,-0.0274,-0.032,0.0,-2.3224,2.3224,2.3544
2022-23,FAIL,23,safe,entered,446,0.6856,0.3826,0.6856,2.0,-1.3008,3.3008,2.6152
2022-23,FAIL,23,safe,entered,171,0.34,0.1607,0.34,2.0,-0.8468,2.8468,2.5068
2022-23,FAIL,23,safe,entered,463,0.0544,0.0423,0.0544,1.0,-1.2476,2.2476,2.1932
2022-23,FAIL,23,safe,entered,222,0.3392,0.2118,0.3392,1.0,-1.8272,2.8272,2.488
2022-23,FAIL,23,safe,left,258,0.0088,0.0103,0.0088,5.0,2.4816,2.5184,2.5096
2022-23,FAIL,23,safe,left,335,0.0,0.0,0.0,8.0,5.0916,2.9084,2.9084
2022-23,FAIL,23,safe,left,628,0.0,0.0,0.0,0.0,-2.56,2.56,2.56
2022-23,FAIL,23,safe,left,470,0.0,0.0,0.0,6.0,3.4812,2.5188,2.5188
2022-23,FAIL,23,safe,left,124,0.0,0.0,0.0,2.0,-0.76,2.76,2.76
2022-23,FAIL,24,balanced,entered,128,0.0,0.0,0.0,0.0,-2.6776,2.6776,2.6776
2022-23,FAIL,24,balanced,entered,42,0.2828,0.2828,0.2828,2.0,-0.8584,2.8584,2.5756
2022-23,FAIL,24,balanced,entered,11,0.5156,0.5156,0.5156,2.0,-1.188,3.188,2.6724
2022-23,FAIL,24,balanced,entered,366,0.0,0.0,0.0,1.0,-1.6444,2.6444,2.6444
2022-23,FAIL,24,balanced,entered,446,0.7388,0.7388,0.7388,3.0,-0.4444,3.4444,2.7056
2022-23,FAIL,24,balanced,left,7,0.0,0.0,0.0,8.0,5.2096,2.7904,2.7904
2022-23,FAIL,24,balanced,left,586,0.0,0.0,0.0,8.0,5.45,2.55,2.55
2022-23,FAIL,24,balanced,left,619,0.0,0.0,0.0,1.0,-1.3156,2.3156,2.3156
2022-23,FAIL,24,balanced,left,333,0.0,0.0,0.0,12.0,9.194,2.806,2.806
2022-23,FAIL,24,balanced,left,341,-0.1216,-0.1216,-0.1216,1.0,-1.4792,2.4792,2.6008
2022-23,FAIL,24,safe,entered,42,0.2828,0.181,0.2828,2.0,-0.8584,2.8584,2.5756
2022-23,FAIL,24,safe,entered,11,0.5156,0.3009,0.5156,2.0,-1.188,3.188,2.6724
2022-23,FAIL,24,safe,entered,92,0.0248,0.0077,0.0248,2.0,-0.67,2.67,2.6452
2022-23,FAIL,24,safe,entered,526,0.0,0.0,0.0,1.0,-1.5708,2.5708,2.5708
2022-23,FAIL,24,safe,left,448,0.0,0.0,0.0,0.0,-2.6676,2.6676,2.6676
2022-23,FAIL,24,safe,left,619,0.0,0.0,0.0,1.0,-1.3156,2.3156,2.3156
2022-23,FAIL,24,safe,left,341,-0.1216,-0.0559,-0.1216,1.0,-1.4792,2.4792,2.6008
2022-23,FAIL,24,safe,left,7,0.0,0.0,0.0,8.0,5.2096,2.7904,2.7904
2022-23,FAIL,25,balanced,entered,288,1.8748,1.0624,1.8748,7.0,0.0204,6.9796,5.1048
2022-23,FAIL,25,balanced,entered,222,0.212,0.212,0.212,6.0,3.1972,2.8028,2.5908
2022-23,FAIL,25,balanced,left,210,0.0,0.0,0.0,0.0,-2.3828,2.3828,2.3828
2022-23,FAIL,25,balanced,left,285,0.2212,0.2212,0.2212,13.0,7.4888,5.5112,5.29
2022-23,FAIL,25,safe,entered,288,1.8748,0.5949,1.8748,7.0,0.0204,6.9796,5.1048
2022-23,FAIL,25,safe,entered,222,0.212,0.1152,0.212,6.0,3.1972,2.8028,2.5908
2022-23,FAIL,25,safe,left,394,0.0,0.0,0.0,2.0,-0.2108,2.2108,2.2108
2022-23,FAIL,25,safe,left,285,0.2212,0.123,0.2212,13.0,7.4888,5.5112,5.29
2022-23,FAIL,26,balanced,entered,355,0.0684,0.0502,0.0684,0.0,-3.7472,3.7472,3.6788
2022-23,FAIL,26,balanced,entered,262,0.7972,0.7972,0.7972,2.0,-1.58,3.58,2.7828
2022-23,FAIL,26,balanced,entered,394,0.0,0.0,0.0,13.0,10.8204,2.1796,2.1796
2022-23,FAIL,26,balanced,entered,333,0.0,0.0,0.0,2.0,-1.2048,3.2048,3.2048
2022-23,FAIL,26,balanced,entered,303,0.8164,0.8164,0.8164,0.0,-3.3048,3.3048,2.4884
2022-23,FAIL,26,balanced,entered,92,0.0684,0.0684,0.0684,7.0,4.3908,2.6092,2.5408
2022-23,FAIL,26,balanced,left,518,0.0,0.0,0.0,0.0,-3.2108,3.2108,3.2108
2022-23,FAIL,26,balanced,left,619,0.0,0.0,0.0,1.0,-1.0856,2.0856,2.0856
2022-23,FAIL,26,balanced,left,335,0.0,0.0,0.0,2.0,-1.1072,3.1072,3.1072
2022-23,FAIL,26,balanced,left,602,0.0,0.0,0.0,1.0,-1.334,2.334,2.334
2022-23,FAIL,26,balanced,left,124,0.0,0.0,0.0,13.0,10.0972,2.9028,2.9028
2022-23,FAIL,26,balanced,left,318,0.0,0.0,0.0,4.0,0.75,3.25,3.25
2022-23,FAIL,26,safe,entered,286,0.1416,0.1112,0.1416,0.0,-2.6272,2.6272,2.4856
2022-23,FAIL,26,safe,left,92,0.0684,0.043,0.0684,7.0,4.3908,2.6092,2.5408
2022-23,FAIL,27,balanced,entered,152,0.0,0.0,0.0,3.0,-3.3728,6.3728,6.3728
2022-23,FAIL,27,balanced,entered,11,0.4236,0.4236,0.4236,0.0,-3.3228,3.3228,2.8992
2022-23,FAIL,27,balanced,entered,92,0.0556,0.0556,0.0556,8.0,3.5536,4.4464,4.3908
2022-23,FAIL,27,balanced,entered,262,0.8588,0.8588,0.8588,2.0,-1.9,3.9,3.0412
2022-23,FAIL,27,balanced,left,170,-0.0072,-0.0072,-0.0072,4.0,-0.282,4.282,4.2892
2022-23,FAIL,27,balanced,left,427,0.0,0.0,0.0,13.0,9.8948,3.1052,3.1052
2022-23,FAIL,27,balanced,left,422,0.0,0.0,0.0,8.0,2.5948,5.4052,5.4052
2022-23,FAIL,27,balanced,left,95,0.0,0.0,0.0,4.0,-0.0332,4.0332,4.0332
2022-23,FAIL,27,safe,entered,262,0.8588,0.5761,0.8588,2.0,-1.9,3.9,3.0412
2022-23,FAIL,27,safe,left,427,0.0,0.0,0.0,13.0,9.8948,3.1052,3.1052
2022-23,FAIL,28,balanced,entered,45,0.1916,0.1916,0.1916,6.0,3.4584,2.5416,2.35
2022-23,FAIL,28,balanced,left,233,-0.0112,-0.0112,-0.0112,9.0,6.4796,2.5204,2.5316
2022-23,FAIL,28,safe,entered,171,0.0564,0.038,0.0564,2.0,-0.4728,2.4728,2.4164
2022-23,FAIL,28,safe,entered,133,0.0208,0.0268,0.0208,1.0,-2.7492,3.7492,3.7284
2022-23,FAIL,28,safe,entered,366,0.0,0.0,0.0,2.0,-0.6072,2.6072,2.6072
2022-23,FAIL,28,safe,left,186,0.0,0.0,0.0,2.0,-0.2772,2.2772,2.2772
2022-23,FAIL,28,safe,left,355,-0.0108,-0.008,-0.0108,0.0,-3.6952,3.6952,3.706
2022-23,FAIL,28,safe,left,92,-0.0192,-0.0191,-0.0192,2.0,-0.6776,2.6776,2.6968
2022-23,FAIL,29,balanced,entered,256,1.4336,1.4336,1.4336,8.0,2.3928,5.6072,4.1736
2022-23,FAIL,29,balanced,entered,464,0.5172,0.5172,0.5172,5.0,-0.7232,5.7232,5.206
2022-23,FAIL,29,balanced,left,233,0.0,0.0,0.0,10.0,4.5732,5.4268,5.4268
2022-23,FAIL,29,balanced,left,342,-0.0908,-0.0908,-0.0908,7.0,2.046,4.954,5.0448
2022-23,FAIL,29,safe,entered,256,1.4336,1.0334,1.4336,8.0,2.3928,5.6072,4.1736
2022-23,FAIL,29,safe,left,526,0.0,0.0,0.0,3.0,-1.8676,4.8676,4.8676
2022-23,FAIL,30,balanced,entered,256,0.8256,0.8256,0.8256,1.0,-2.2252,3.2252,2.3996
2022-23,FAIL,30,balanced,entered,81,0.0,0.0,0.0,0.0,-3.804,3.804,3.804
2022-23,FAIL,30,balanced,entered,594,0.0,0.0,0.0,5.0,1.9648,3.0352,3.0352
2022-23,FAIL,30,balanced,entered,180,0.2988,0.2988,0.2988,1.0,-1.7672,2.7672,2.4684
2022-23,FAIL,30,balanced,entered,124,0.0,0.0,0.0,2.0,-1.0768,3.0768,3.0768
2022-23,FAIL,30,balanced,left,66,0.0,0.0,0.0,2.0,-0.6292,2.6292,2.6292
2022-23,FAIL,30,balanced,left,548,0.0,0.0,0.0,4.0,0.6672,3.3328,3.3328
2022-23,FAIL,30,balanced,left,116,0.0,0.0,0.0,2.0,-1.0752,3.0752,3.0752
2022-23,FAIL,30,balanced,left,280,0.0,0.0,0.0,0.0,-3.0684,3.0684,3.0684
2022-23,FAIL,30,balanced,left,92,0.0,0.0,0.0,1.0,-1.802,2.802,2.802
2022-23,FAIL,30,safe,entered,256,0.8256,0.5058,0.8256,1.0,-2.2252,3.2252,2.3996
2022-23,FAIL,30,safe,entered,81,0.0,0.0,0.0,0.0,-3.804,3.804,3.804
2022-23,FAIL,30,safe,left,2,0.0,0.0,0.0,3.0,-0.742,3.742,3.742
2022-23,FAIL,30,safe,left,342,0.0056,-0.0037,0.0056,0.0,-2.8488,2.8488,2.8432
2022-23,FAIL,32,balanced,entered,288,0.6824,0.6824,0.6824,13.0,9.5512,3.4488,2.7664
2022-23,FAIL,32,balanced,entered,88,0.0,0.0,0.0,2.0,-0.7308,2.7308,2.7308
2022-23,FAIL,32,balanced,left,40,0.0,0.0,0.0,2.0,-1.1336,3.1336,3.1336
2022-23,FAIL,32,balanced,left,233,0.0,0.0,0.0,2.0,-0.8948,2.8948,2.8948
2022-23,FAIL,32,safe,entered,288,0.6824,0.4597,0.6824,13.0,9.5512,3.4488,2.7664
2022-23,FAIL,32,safe,entered,2,0.0,0.0,0.0,2.0,-1.7348,3.7348,3.7348
2022-23,FAIL,32,safe,entered,365,0.3136,0.16,0.3136,13.0,10.3964,2.6036,2.29
2022-23,FAIL,32,safe,left,81,0.0,0.0,0.0,2.0,-1.8884,3.8884,3.8884
2022-23,FAIL,32,safe,left,233,0.0,0.0,0.0,2.0,-0.8948,2.8948,2.8948
2022-23,FAIL,32,safe,left,594,0.0,0.0,0.0,13.0,9.7628,3.2372,3.2372
2022-23,FAIL,33,balanced,entered,288,0.59,0.59,0.59,1.0,-2.5068,3.5068,2.9168
2022-23,FAIL,33,balanced,entered,285,0.0,0.0,0.0,5.0,1.9928,3.0072,3.0072
