season,e024_gate,gw,strategy,squad_overlap,n_entered,n_left,mean_mu_lift_ent,mean_u_lift_ent,mean_v2b_lift_ent,mean_actual_ent,mean_mu_err_ent,mean_actual_lev,delta_xi_picked,delta_xi_cf_ctrl_pool,delta_xi_cf_treat_pool,xi_changed
2024-25,PASS,34,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-25,PASS,35,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-25,PASS,35,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-25,PASS,36,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-25,PASS,36,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-25,PASS,37,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-25,PASS,37,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-25,PASS,38,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-25,PASS,38,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,1,balanced,9,6,6,0.4489,0.4489,0.4489,1.6667,-0.6119,2.1667,-3.0,0.0,-3.0,1
2025-26,FAIL,1,safe,9,6,6,0.6652,0.3691,0.6652,2.6667,-0.3957,1.5,7.0,0.0,7.0,1
2025-26,FAIL,2,balanced,9,6,6,0.2165,0.2165,0.2165,0.3333,-2.7414,0.1667,0.0,0.0,0.0,1
2025-26,FAIL,2,safe,11,4,4,0.137,0.0717,0.137,1.0,-1.7606,1.5,-2.0,0.0,-2.0,1
2025-26,FAIL,3,balanced,11,4,4,0.3913,0.3913,0.3913,0.75,-2.6099,2.5,-3.0,0.0,-3.0,1
2025-26,FAIL,3,safe,10,5,5,0.4079,0.2557,0.4079,0.4,-3.1054,1.6,-3.0,0.0,-3.0,1
2025-26,FAIL,4,balanced,11,4,4,0.4632,0.4632,0.4632,2.5,-0.3666,0.25,6.0,-1.0,6.0,1
2025-26,FAIL,4,safe,11,4,4,0.1775,0.1182,0.1775,4.25,1.8776,0.5,6.0,-1.0,6.0,1
2025-26,FAIL,5,balanced,10,5,5,0.4305,0.4418,0.4305,2.6,-0.8482,2.4,-5.0,0.0,-4.0,1
2025-26,FAIL,5,safe,12,3,3,0.6044,0.3234,0.6044,4.0,0.6177,1.0,3.0,0.0,4.0,1
2025-26,FAIL,6,balanced,11,4,4,0.4381,0.4381,0.4381,1.75,-1.3408,6.75,-6.0,0.0,-6.0,1
2025-26,FAIL,6,safe,10,5,5,0.5319,0.2377,0.5319,1.8,-1.7358,5.6,-7.0,0.0,-5.0,1
2025-26,FAIL,7,balanced,9,6,6,0.2825,0.2825,0.2825,3.0,-0.2894,3.5,-4.0,0.0,-10.0,1
2025-26,FAIL,7,safe,11,4,4,0.1862,0.0927,0.1862,3.25,0.1024,6.25,-9.0,0.0,-12.0,1
2025-26,FAIL,8,balanced,11,4,4,0.5442,0.5442,0.5442,5.25,1.5705,5.0,5.0,0.0,-6.0,1
2025-26,FAIL,8,safe,11,4,4,0.4374,0.2656,0.4374,3.75,0.3138,4.25,-10.0,0.0,-11.0,1
2025-26,FAIL,9,balanced,11,4,4,0.1438,0.1438,0.1438,5.0,2.44,1.25,1.0,0.0,1.0,1
2025-26,FAIL,9,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,10,balanced,11,4,4,0.634,0.634,0.634,5.0,1.1694,4.0,-8.0,0.0,-8.0,1
2025-26,FAIL,10,safe,9,6,6,0.3544,0.2133,0.3544,4.0,0.3019,4.1667,1.0,0.0,-2.0,1
2025-26,FAIL,11,balanced,11,4,4,0.3856,0.3856,0.3856,7.5,3.9244,2.5,24.0,4.0,17.0,1
2025-26,FAIL,11,safe,11,4,4,0.2084,0.1168,0.2084,4.0,0.3785,1.75,5.0,15.0,6.0,1
2025-26,FAIL,12,balanced,11,4,4,0.2622,0.2622,0.2622,2.0,-1.6156,1.5,1.0,0.0,1.0,1
2025-26,FAIL,12,safe,11,4,4,0.2183,0.1218,0.2183,2.5,-1.0641,1.25,3.0,0.0,3.0,1
2025-26,FAIL,13,balanced,12,3,3,0.3985,0.3985,0.3985,2.0,-1.4109,3.6667,-12.0,0.0,-12.0,1
2025-26,FAIL,13,safe,12,3,3,0.2915,0.1742,0.2915,2.6667,-1.1999,0.6667,6.0,3.0,7.0,1
2025-26,FAIL,14,balanced,10,5,5,0.1809,0.1809,0.1809,1.6,-1.7346,2.0,0.0,0.0,1.0,1
2025-26,FAIL,14,safe,10,5,5,0.1809,0.0992,0.1809,1.6,-1.7346,2.4,-3.0,0.0,-4.0,1
2025-26,FAIL,15,balanced,9,6,6,0.3009,0.224,0.3009,4.0,0.4693,4.1667,4.0,0.0,-1.0,1
2025-26,FAIL,15,safe,13,2,2,0.1112,0.0672,0.1112,6.5,3.033,2.5,9.0,0.0,9.0,1
2025-26,FAIL,16,balanced,11,4,4,0.3301,0.3301,0.3301,1.0,-2.7002,1.75,-2.0,0.0,-2.0,1
2025-26,FAIL,16,safe,11,4,4,0.2576,0.1372,0.2576,1.25,-2.3316,2.25,-2.0,0.0,0.0,1
2025-26,FAIL,17,balanced,11,4,4,0.1788,0.1788,0.1788,2.5,-0.5703,4.0,5.0,0.0,4.0,1
2025-26,FAIL,17,safe,11,4,4,0.0832,0.0502,0.0832,1.5,-1.6454,1.75,1.0,0.0,12.0,1
2025-26,FAIL,18,balanced,11,4,4,0.0467,0.0467,0.0467,5.25,1.9644,5.25,-7.0,0.0,-7.0,1
2025-26,FAIL,18,safe,12,3,3,0.0847,0.0657,0.0847,4.6667,1.2059,2.0,-7.0,0.0,-7.0,1
2025-26,FAIL,19,balanced,11,4,4,0.0606,0.0606,0.0606,2.25,-1.1898,4.0,-6.0,0.0,-6.0,1
2025-26,FAIL,19,safe,12,3,3,0.0829,0.0567,0.0829,3.3333,-0.1011,2.3333,4.0,0.0,0.0,1
2025-26,FAIL,20,balanced,10,5,5,0.1496,0.1496,0.1496,5.2,1.7611,3.6,10.0,0.0,10.0,1
2025-26,FAIL,20,safe,11,4,4,0.187,0.1253,0.187,2.25,-1.2291,13.0,-15.0,0.0,-15.0,1
2025-26,FAIL,21,balanced,14,1,1,0.3308,0.3308,0.3308,1.0,-2.878,6.0,-15.0,-4.0,-4.0,1
2025-26,FAIL,21,safe,13,2,2,0.2076,0.1416,0.2076,1.5,-2.1602,7.0,-5.0,-5.0,1.0,1
2025-26,FAIL,22,balanced,12,3,3,0.3131,0.3131,0.3131,4.3333,0.7956,5.3333,-1.0,0.0,-1.0,1
2025-26,FAIL,22,safe,11,4,4,0.2378,0.1511,0.2378,3.5,0.1321,1.75,6.0,0.0,6.0,1
2025-26,FAIL,23,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1
2025-26,FAIL,23,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1
2025-26,FAIL,24,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,24,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,25,balanced,12,3,3,0.1388,0.1388,0.1388,2.0,-1.6052,6.3333,-3.0,0.0,-3.0,1
2025-26,FAIL,25,safe,12,3,3,0.1593,0.0828,0.1593,3.6667,-0.0444,1.3333,6.0,0.0,4.0,1
2025-26,FAIL,26,balanced,14,1,1,0.1244,0.1244,0.1244,9.0,3.634,8.0,1.0,0.0,1.0,1
2025-26,FAIL,26,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,27,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,27,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,28,balanced,12,3,3,0.0699,0.0699,0.0699,2.0,-1.4416,4.0,-1.0,0.0,-1.0,1
2025-26,FAIL,28,safe,13,2,2,0.0708,0.0512,0.0708,4.5,1.2212,2.5,0.0,0.0,0.0,0
2025-26,FAIL,29,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,29,safe,13,2,2,0.0702,0.0455,0.0702,5.5,2.281,1.0,0.0,0.0,0.0,0
2025-26,FAIL,30,balanced,11,4,4,0.0683,0.0683,0.0683,3.5,0.0899,5.25,0.0,0.0,0.0,1
2025-26,FAIL,30,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,31,balanced,14,1,1,0.0984,0.0984,0.0984,2.0,-1.9588,1.0,1.0,0.0,5.0,1
2025-26,FAIL,31,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,32,balanced,11,4,4,0.0368,0.0368,0.0368,2.5,-0.9557,8.5,-2.0,0.0,-2.0,1
2025-26,FAIL,32,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,33,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,33,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,34,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,34,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,35,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,35,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,36,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,36,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,37,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,37,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,38,balanced,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-26,FAIL,38,safe,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
