season,e024_gate,gw,strategy,delta_u_pred,delta_xi_picked,delta_xi_oracle,delta_mu_xi,delta_u_xi,treat_picked_regret,ctrl_picked_regret,squad_xi_agree,xi_changed,picked_eq_oracle_treat
2025-26,FAIL,16,balanced,0.75,-2.0,-1.0,0.7284,0.7284,-1.0,0.0,1,1,0
2025-26,FAIL,16,safe,0.3694,-2.0,-2.0,0.686,0.3483,-2.0,-2.0,1,1,0
2025-26,FAIL,17,balanced,1.2096,5.0,-6.0,1.1668,1.1668,-5.0,-16.0,1,1,0
2025-26,FAIL,17,safe,0.7199,1.0,0.0,1.0996,0.6924,-15.0,-16.0,1,1,0
2025-26,FAIL,18,balanced,0.204,-7.0,0.0,0.2676,0.2676,-24.0,-17.0,1,1,0
2025-26,FAIL,18,safe,0.1226,-7.0,8.0,0.3616,0.1526,-24.0,-9.0,1,1,0
2025-26,FAIL,19,balanced,0.4556,-6.0,-7.0,0.4076,0.4076,-15.0,-16.0,1,1,0
2025-26,FAIL,19,safe,0.3533,4.0,3.0,0.5776,0.3414,-15.0,-16.0,1,1,0
2025-26,FAIL,20,balanced,0.5324,10.0,8.0,0.5276,0.5276,-9.0,-11.0,1,1,0
2025-26,FAIL,20,safe,0.2349,-15.0,-43.0,0.4856,0.2449,-8.0,-36.0,1,1,0
2025-26,FAIL,21,balanced,0.636,-15.0,-5.0,0.6524,0.6524,-26.0,-16.0,1,1,0
2025-26,FAIL,21,safe,0.2413,-5.0,-11.0,1.1368,0.26,-12.0,-18.0,1,1,0
2025-26,FAIL,22,balanced,0.6184,-1.0,-4.0,0.6184,0.6184,-9.0,-12.0,1,1,0
2025-26,FAIL,22,safe,0.3296,6.0,8.0,0.7644,0.3296,-8.0,-6.0,1,1,0
2025-26,FAIL,23,balanced,0.744,3.0,0.0,0.744,0.744,-1.0,-4.0,1,1,0
2025-26,FAIL,23,safe,0.4313,3.0,0.0,0.744,0.4313,-1.0,-4.0,1,1,0
2025-26,FAIL,24,balanced,0.0444,0.0,0.0,0.0392,0.0392,-6.0,-6.0,1,0,0
2025-26,FAIL,24,safe,0.022,0.0,0.0,0.0392,0.0251,-12.0,-12.0,1,0,0
2025-26,FAIL,25,balanced,0.4032,-3.0,-11.0,0.4032,0.4032,-11.0,-19.0,1,1,0
2025-26,FAIL,25,safe,0.1352,6.0,5.0,0.5212,0.1352,-16.0,-17.0,1,1,0
2025-26,FAIL,26,balanced,0.1544,1.0,1.0,0.1544,0.1544,0.0,0.0,1,1,0
2025-26,FAIL,26,safe,0.0705,0.0,0.0,0.106,0.0705,-5.0,-5.0,1,0,0
2025-26,FAIL,27,balanced,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,1,0,0
2025-26,FAIL,27,safe,0.0,0.0,0.0,0.0,0.0,-14.0,-14.0,1,0,0
2025-26,FAIL,28,balanced,0.102,-1.0,-6.0,0.102,0.102,-7.0,-12.0,1,1,0
2025-26,FAIL,28,safe,0.0,0.0,4.0,0.0,0.0,-17.0,-13.0,1,0,0
2025-26,FAIL,29,balanced,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,1,0,0
2025-26,FAIL,29,safe,0.0,0.0,7.0,0.0,0.0,-16.0,-9.0,1,0,0
2025-26,FAIL,30,balanced,0.2496,0.0,-5.0,0.2496,0.2496,-4.0,-9.0,1,1,0
2025-26,FAIL,30,safe,0.0,0.0,0.0,0.0,0.0,-11.0,-11.0,1,0,0
2025-26,FAIL,31,balanced,0.0968,1.0,0.0,0.0968,0.0968,-8.0,-9.0,1,1,0
2025-26,FAIL,31,safe,0.0,0.0,0.0,0.0,0.0,-9.0,-9.0,1,0,0
2025-26,FAIL,32,balanced,0.3088,-2.0,-24.0,0.3088,0.3088,-7.0,-29.0,1,1,0
2025-26,FAIL,32,safe,0.0,0.0,0.0,0.0,0.0,-12.0,-12.0,1,0,0
2025-26,FAIL,33,balanced,0.3836,0.0,0.0,0.3836,0.3836,-24.0,-24.0,1,0,0
2025-26,FAIL,33,safe,0.3007,0.0,0.0,0.3836,0.3007,-24.0,-24.0,1,0,0
2025-26,FAIL,34,balanced,0.0,0.0,0.0,0.0,0.0,-7.0,-7.0,1,0,0
2025-26,FAIL,34,safe,0.0,0.0,0.0,0.0,0.0,-15.0,-15.0,1,0,0
2025-26,FAIL,35,balanced,-0.07,0.0,0.0,-0.07,-0.07,-3.0,-3.0,1,0,0
2025-26,FAIL,35,safe,-0.0597,0.0,0.0,-0.07,-0.0597,-6.0,-6.0,1,0,0
2025-26,FAIL,36,balanced,0.0,0.0,0.0,0.0,0.0,-26.0,-26.0,1,0,0
2025-26,FAIL,36,safe,0.0,0.0,0.0,0.0,0.0,-16.0,-16.0,1,0,0
2025-26,FAIL,37,balanced,0.0,0.0,0.0,0.0,0.0,-13.0,-13.0,1,0,0
2025-26,FAIL,37,safe,0.0,0.0,0.0,0.0,0.0,-13.0,-13.0,1,0,0
2025-26,FAIL,38,balanced,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,1,0,0
2025-26,FAIL,38,safe,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0,1,0,0
